"code_sect_activite","libelle_sect_activite","code_ss_sect_activite","libelle_ss_sect_activite","code_ogr_rome","code_rome","libelle_rome","principal"
"84","Industries","","","156","F1401","Foreur / Foreuse","oui"
"84","Industries","","","157","F1402","Extracteur / Extractrice de roches","oui"
"84","Industries","","","179","F1706","Armaturier / Armaturière de l'industrie du béton","oui"
"84","Industries","","","211","H1102","Ingénieur / Ingénieure d'affaires en industrie","oui"
"84","Industries","","","488302","H1103","Responsable d'affaires en industrie","oui"
"84","Industries","","","489029","H1108","Technicien / Technicienne support client en industrie","oui"
"84","Industries","","","214","H1203","Dessinateur-projeteur / Dessinatrice-projeteuse en mécanique","oui"
"84","Industries","","","215","H1204","Designer industriel / Designeuse industrielle","oui"
"84","Industries","","","218","H1207","Rédacteur / Rédactrice technique","oui"
"84","Industries","","","219","H1208","Automaticien / Automaticienne en bureau d'études","oui"
"84","Industries","","","488271","H1212","Ingénieur / Ingénieure brevet en industrie","non"
"84","Industries","","","488291","H1213","Responsable du développement clinique","non"
"84","Industries","","","488299","H1214","Agent / Agente de laboratoire de recherche industrielle","non"
"84","Industries","","","488303","H1215","Bioinformaticien / Bioinformaticienne en études, recherche et développement","non"
"84","Industries","","","488308","H1216","Responsable des études épidémiologiques","non"
"84","Industries","","","488313","H1217","Technicien / Technicienne formulation","non"
"84","Industries","","","488316","H1218","Responsable de projet recherche et développement","non"
"84","Industries","","","488319","H1219","Responsable opérationnel / Responsable opérationnelle des études cliniques","non"
"84","Industries","","","488322","H1220","Responsable formulation","non"
"84","Industries","","","488347","H1222","Responsable médical / Responsable médicale des études cliniques","non"
"84","Industries","","","488351","H1223","Coordinateur / Coordinatrice d'études cliniques","non"
"84","Industries","","","488566","H1224","Technicien / Technicienne de laboratoire de recherche-développement","non"
"84","Industries","","","223","H1302","Responsable Hygiène Sécurité Environnement (HSE) en industrie","oui"
"84","Industries","","","224","H1303","Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)","oui"
"84","Industries","","","488619","H1306","Ingénieur / Ingénieure sûreté en industrie nucléaire","oui"
"84","Industries","","","488751","H1307","Responsable de la conformité industrielle","oui"
"84","Industries","","","489181","H1308","Animateur / Animatrice en Hygiène Sécurité Environnement (HSE)","oui"
"84","Industries","","","489183","H1309","Technicien / Technicienne en radioprotection","non"
"84","Industries","","","225","H1401","Responsable ordonnancement-lancement-planification en industrie","oui"
"84","Industries","","","226","H1402","Ingénieur / Ingénieure méthodes et process","oui"
"84","Industries","","","227","H1403","Gestionnaire de flux de production","oui"
"84","Industries","","","228","H1404","Technicien / Technicienne méthodes","oui"
"84","Industries","","","488297","H1405","Responsable supply chain en industrie","oui"
"84","Industries","","","488331","H1406","Ingénieur / Ingénieure supply chain en industrie","oui"
"84","Industries","","","488278","H1508","Assureur / Assureuse qualité industrie","oui"
"84","Industries","","","488284","H1509","Responsable des affaires règlementaires","non"
"84","Industries","","","488309","H1511","Chargé / Chargée de validation-qualification","oui"
"84","Industries","","","488312","H1512","Directeur / Directrice de zone","non"
"84","Industries","","","488330","H1514","Chargé / Chargée de pharmacovigilance","non"
"84","Industries","","","488336","H1515","Auditeur / Auditrice qualité en industrie","oui"
"84","Industries","","","488341","H1516","Expert / Experte métrologue","oui"
"84","Industries","","","488343","H1517","Responsable de laboratoire de contrôle en industrie pharmaceutique","non"
"84","Industries","","","488344","H1518","Responsable assurance qualité en industrie","oui"
"84","Industries","","","488353","H1520","Ingénieur / Ingénieure assurance qualité en industrie","oui"
"84","Industries","","","488565","H1521","Technicien / Technicienne de validation-qualification","oui"
"84","Industries","","","488632","H1522","Technicien / Technicienne en contrôles et essais non destructifs (CND END)","non"
"84","Industries","","","488276","H2302","Conducteur / Conductrice de procédé de fabrication","oui"
"84","Industries","","","488318","H2303","Opérateur / Opératrice de fabrication en industrie pharmaceutique","non"
"84","Industries","","","252","H2406","Conducteur / Conductrice de machines de traitement textile","non"
"84","Industries","","","253","H2407","Opérateur / Opératrice sur machine de transformation et de finition des cuirs et peaux","non"
"84","Industries","","","255","H2409","Coupeur / Coupeuse en industrie textile et matériaux souples","non"
"84","Industries","","","256","H2410","Opérateur / Opératrice de finition en industrie du textile","non"
"84","Industries","","","257","H2411","Monteur / Monteuse prototypiste cuir et matériaux souples","non"
"84","Industries","","","488932","H2426","Chef(fe) d'équipe en atelier de coupe","oui"
"84","Industries","","","263","H2502","Responsable d'unité de production industrielle","oui"
"84","Industries","","","488315","H2507","Responsable de ligne de production industrielle","oui"
"84","Industries","","","488862","H2508","Ingénieur / Ingénieure exploitation nucléaire","oui"
"84","Industries","","","273","H2801","Agent / Agente de fabrication du verre","oui"
"84","Industries","","","274","H2802","Opérateur / Opératrice de fabrication en matériaux de construction","oui"
"84","Industries","","","275","H2803","Opérateur / Opératrice de production en céramique","oui"
"84","Industries","","","276","H2804","Pilote de centrale de béton","oui"
"84","Industries","","","277","H2805","Technicien / Technicienne de l'industrie du verre","oui"
"84","Industries","","","278","H2901","Ajusteur-monteur / Ajusteuse-monteuse","oui"
"84","Industries","","","280","H2903","Tourneur-fraiseur / Tourneuse-fraiseuse","oui"
"84","Industries","","","285","H2908","Modeleur / Modeleuse","oui"
"84","Industries","","","289","H2912","Régleur / Régleuse d'équipements industriels","oui"
"84","Industries","","","296","H3203","Mouleur-stratifieur / Mouleuse-stratifieuse","oui"
"84","Industries","","","297","H3301","Conducteur / Conductrice de ligne de conditionnement","non"
"84","Industries","","","300","H3401","Opérateur / Opératrice de traitement d'abrasion de surface","oui"
"84","Industries","","","301","H3402","Agent / Agente de traitement de surface","oui"
"84","Industries","","","303","H3404","Peintre industriel / Peintre industrielle","oui"
"84","Industries","","","404973","H3405","Polisseur / Polisseuse en bijouterie ou joaillerie ou orfèvrerie","non"
"84","Industries","","","404974","H3406","Opérateur / Opératrice en polissage de bijouterie ou d'orfèvrerie","oui"
"84","Industries","","","488605","I1313","Hydraulicien industriel / Hydraulicienne industrielle","non"
"84","Industries","","","488911","I1318","Instrumentiste Industriel / Industrielle","oui"
"84","Industries","","","325","I1601","Préparateur / Préparatrice de bateau","oui"
"84","Industries","","","326","I1602","Mécanicien / Mécanicienne aéronautique","oui"
"84","Industries","","","329","I1605","Mécanicien / Mécanicienne en mécanique marine/navale","oui"
"84","Industries","","","489022","I1616","Mécanicien / Mécanicienne d'engins de chantier et de travaux publics","oui"
"84","Industries","","","488889","I1620","Mécanicien-réparateur / Mécanicienne-réparatrice d'engins de levage et de manutention","oui"
"84","Industries","","","488298","J1106","Responsable médical / Responsable médicale en région (RMR-MSL)","non"
"84","Industries","","","488725","K1724","Mécanicien / Mécanicienne d'engins blindés","oui"
"84","Industries","","","488570","K2406","Directeur / Directrice de recherche","non"
"84","Industries","","","488337","M1408","Responsable des études pharmaco-économiques","non"
"84","Industries","","","488274","M1708","Directeur / Directrice de l'accès au marché","non"
"84","Industries","","","488275","M1709","Chef / Cheffe de gamme","non"
"84","Industries","","","488307","M1710","Responsable régional / Responsable régionale des relations scientifiques médicales","non"
"84","Industries","","","488342","M1713","Responsable d'associations de patients","non"
"84","Industries","","","488569","M1714","Chargé / Chargée de l'information promotionnelle du médicament","oui"
"96","Informatique et télécommunication","133","Informatique","131","E1205","Graphiste","non"
"96","Informatique et télécommunication","133","Informatique","404036","E1206","UX - UI Designer","non"
"96","Informatique et télécommunication","133","Informatique","488782","E1207","Motion designer","non"
"96","Informatique et télécommunication","133","Informatique","210","H1101","Ingénieur / Ingénieure support technique","non"
"96","Informatique et télécommunication","133","Informatique","488627","H1106","Responsable support technique clients","non"
"96","Informatique et télécommunication","133","Informatique","489015","H1107","Directeur / Directrice assistance technique","non"
"96","Informatique et télécommunication","133","Informatique","489085","I1106","Responsable de maintenance réseaux des territoires connectés","non"
"96","Informatique et télécommunication","133","Informatique","488349","I1403","Technicien / Technicienne Datacenter","non"
"96","Informatique et télécommunication","133","Informatique","489033","I1404","Conseiller / Conseillère support technique informatique","non"
"96","Informatique et télécommunication","133","Informatique","489195","I1405","Administrateur / Administratrice bureautique","non"
"96","Informatique et télécommunication","133","Informatique","488729","M1410","Responsable Green IT","non"
"96","Informatique et télécommunication","133","Informatique","485","M1703","Chef / Cheffe de produit","non"
"96","Informatique et télécommunication","133","Informatique","490","M1801","Administrateur / Administratrice de systèmes d'information (SI)","non"
"96","Informatique et télécommunication","133","Informatique","491","M1802","Expert / Experte systèmes et réseaux informatiques","non"
"96","Informatique et télécommunication","133","Informatique","492","M1803","Directeur / Directrice des services informatiques -DSI-","non"
"96","Informatique et télécommunication","133","Informatique","494","M1805","Développeur / Développeuse informatique","non"
"96","Informatique et télécommunication","133","Informatique","495","M1806","Product Owner","non"
"96","Informatique et télécommunication","133","Informatique","499","M1810","Technicien / Technicienne informatique","non"
"96","Informatique et télécommunication","133","Informatique","404048","M1811","Data engineer","non"
"96","Informatique et télécommunication","133","Informatique","404049","M1812","Responsable de la Sécurité des Systèmes d'Information (RSSI)","non"
"96","Informatique et télécommunication","133","Informatique","404050","M1813","Intégrateur / Intégratrice logiciels métiers","non"
"96","Informatique et télécommunication","133","Informatique","488329","M1814","Scrum Master","non"
"96","Informatique et télécommunication","133","Informatique","488576","M1815","Spécialiste test et validation logiciel ou application","non"
"96","Informatique et télécommunication","133","Informatique","488603","M1816","Technicien / Technicienne réseaux informatiques et télécoms","non"
"96","Informatique et télécommunication","133","Informatique","488636","M1817","Administrateur / Administratrice sécurité informatique","non"
"96","Informatique et télécommunication","133","Informatique","488641","M1818","Ingénieur / Ingénieure d'étude informatique","non"
"96","Informatique et télécommunication","133","Informatique","488707","M1819","Ingénieur / Ingénieure sécurité informatique","non"
"96","Informatique et télécommunication","133","Informatique","488713","M1820","Expert / Experte méthodes et qualité informatique","non"
"96","Informatique et télécommunication","133","Informatique","488716","M1821","Analyste d'application informatique","non"
"96","Informatique et télécommunication","133","Informatique","488717","M1822","Ingénieur / Ingénieure systèmes et réseaux informatiques","non"
"96","Informatique et télécommunication","133","Informatique","488721","M1823","Consultant / Consultante avant-vente","non"
"96","Informatique et télécommunication","133","Informatique","488748","M1824","Développeur / Développeuse décisionnel - Business Intelligence","non"
"96","Informatique et télécommunication","133","Informatique","488750","M1825","Coordinateur / Coordinatrice de production web","non"
"96","Informatique et télécommunication","133","Informatique","488753","M1826","Ingénieur / Ingénieure supervision IT Datacenter","non"
"96","Informatique et télécommunication","133","Informatique","488754","M1827","Ingénieur / Ingénieure DevOps","non"
"96","Informatique et télécommunication","133","Informatique","488768","M1828","Chef de projet / Cheffe de projet (Project Management Officer)","non"
"96","Informatique et télécommunication","133","Informatique","488772","M1829","Ingénieur / Ingénieure systèmes et réseaux des territoires connectés","non"
"96","Informatique et télécommunication","133","Informatique","488785","M1830","Administrateur / Administratrice réseaux - télécoms","non"
"96","Informatique et télécommunication","133","Informatique","488786","M1831","Développeur / Développeuse - jeux vidéo","non"
"96","Informatique et télécommunication","133","Informatique","488865","M1832","Homologateur / Homologatrice fonctionnel de logiciel","non"
"96","Informatique et télécommunication","133","Informatique","488877","M1833","Ingénieur / Ingénieure sécurité web","non"
"96","Informatique et télécommunication","133","Informatique","488888","M1834","Administrateur / Administratrice de site Web","non"
"96","Informatique et télécommunication","133","Informatique","488890","M1835","Architecte systèmes et réseaux des territoires connectés","non"
"96","Informatique et télécommunication","133","Informatique","488894","M1836","Ingénieur concepteur / Ingénieure conceptrice informatique","non"
"96","Informatique et télécommunication","133","Informatique","488904","M1837","Développeur / Développeuse multimédia","non"
"96","Informatique et télécommunication","133","Informatique","488905","M1838","Urbaniste des systèmes d'information","non"
"96","Informatique et télécommunication","133","Informatique","488909","M1839","Architecte systèmes et réseaux","non"
"96","Informatique et télécommunication","133","Informatique","488917","M1840","Directeur / Directrice de projets des territoires connectés","non"
"96","Informatique et télécommunication","133","Informatique","488922","M1841","Ingénieur informaticien / Ingénieure informaticienne","non"
"96","Informatique et télécommunication","133","Informatique","488933","M1842","Qualiticien / Qualiticienne logiciel en informatique","non"
"96","Informatique et télécommunication","133","Informatique","489009","M1843","Administrateur / Administratrice de serveurs","non"
"96","Informatique et télécommunication","133","Informatique","489017","M1844","Analyste en cybersécurité","non"
"96","Informatique et télécommunication","133","Informatique","489023","M1845","Architecte IoT - Internet des Objets","non"
"96","Informatique et télécommunication","133","Informatique","489026","M1846","Ingénieur / Ingénieure Cybersécurité Datacenter","non"
"96","Informatique et télécommunication","133","Informatique","489035","M1847","Expert / Experte en communication et réseaux","non"
"96","Informatique et télécommunication","133","Informatique","489055","M1848","Analyste Concepteur / Conceptrice informatique","non"
"96","Informatique et télécommunication","133","Informatique","489061","M1849","Administrateur / Administratrice de messagerie","non"
"96","Informatique et télécommunication","133","Informatique","489066","M1850","Architecte multimédias interactifs","non"
"96","Informatique et télécommunication","133","Informatique","489072","M1852","Analyste d'étude informatique","non"
"96","Informatique et télécommunication","133","Informatique","489073","M1853","Chef / Cheffe de projet étude et développement informatique","non"
"96","Informatique et télécommunication","133","Informatique","489078","M1854","Administrateur / Administratrice réseau informatique","non"
"96","Informatique et télécommunication","133","Informatique","489081","M1855","Développeur / Développeuse web","non"
"96","Informatique et télécommunication","133","Informatique","489082","M1856","Expert / Experte en cybersécurité","non"
"96","Informatique et télécommunication","133","Informatique","489174","M1857","Urbaniste Datacenter","non"
"96","Informatique et télécommunication","133","Informatique","489179","M1858","Chef / Cheffe de projet TMA - Tierce Maintenance Applicative","non"
"96","Informatique et télécommunication","133","Informatique","489188","M1859","Chef / Cheffe de projet maîtrise d'œuvre informatique","non"
"96","Informatique et télécommunication","133","Informatique","489199","M1860","Architecte cloud","non"
"96","Informatique et télécommunication","133","Informatique","489209","M1861","Développeur / Développeuse logiciel ou d'application","non"
"96","Informatique et télécommunication","133","Informatique","489217","M1862","Responsable d'exploitation fibre optique","non"
"96","Informatique et télécommunication","133","Informatique","489218","M1863","Evaluateur / Evaluatrice sécurité des systèmes et produits informatiques","non"
"96","Informatique et télécommunication","133","Informatique","488604","N4110","Releveur / Releveuse de compteurs","non"
"96","Informatique et télécommunication","134","Télécommunication","165","F1605","Électricien / Électricienne réseaux","non"
"96","Informatique et télécommunication","134","Télécommunication","489030","F1623","Monteur / Monteuse installation réseaux mobiles","non"
"96","Informatique et télécommunication","134","Télécommunication","488902","I1104","Ingénieur / Ingénieure infrastructures télécoms réseaux mobiles","non"
"96","Informatique et télécommunication","134","Télécommunication","489085","I1106","Responsable de maintenance réseaux des territoires connectés","non"
"96","Informatique et télécommunication","134","Télécommunication","316","I1307","Installateur / Installatrice fibre optique","non"
"96","Informatique et télécommunication","134","Télécommunication","488292","I1311","Technicien / Technicienne installation réseaux câblés fibre optique","non"
"96","Informatique et télécommunication","134","Télécommunication","488332","I1312","Technicien / Technicienne réseaux mobiles","non"
"96","Informatique et télécommunication","134","Télécommunication","488747","I1314","Monteur installateur / Monteuse installatrice d'équipements connectés","non"
"96","Informatique et télécommunication","134","Télécommunication","488869","I1315","Monteur raccordeur / Monteuse raccordeuse fibre optique","non"
"96","Informatique et télécommunication","134","Télécommunication","488900","I1317","Technicien / Technicienne de maintenance fibre optique","non"
"96","Informatique et télécommunication","134","Télécommunication","489191","I1319","Technicien / Technicienne de maintenance réseaux mobiles","non"
"96","Informatique et télécommunication","134","Télécommunication","489206","I1320","Technicien / Technicienne de maintenance d'équipements connectés","non"
"96","Informatique et télécommunication","134","Télécommunication","493","M1804","Ingénieur / Ingénieure télécoms","non"
"96","Informatique et télécommunication","134","Télécommunication","496","M1807","Opérateur / Opératrice télécom aux armées","non"
"96","Informatique et télécommunication","134","Télécommunication","488603","M1816","Technicien / Technicienne réseaux informatiques et télécoms","non"
"96","Informatique et télécommunication","134","Télécommunication","488717","M1822","Ingénieur / Ingénieure systèmes et réseaux informatiques","non"
"96","Informatique et télécommunication","134","Télécommunication","488753","M1826","Ingénieur / Ingénieure supervision IT Datacenter","non"
"96","Informatique et télécommunication","134","Télécommunication","488772","M1829","Ingénieur / Ingénieure systèmes et réseaux des territoires connectés","non"
"96","Informatique et télécommunication","134","Télécommunication","488785","M1830","Administrateur / Administratrice réseaux - télécoms","non"
"96","Informatique et télécommunication","134","Télécommunication","488890","M1835","Architecte systèmes et réseaux des territoires connectés","non"
"96","Informatique et télécommunication","134","Télécommunication","488917","M1840","Directeur / Directrice de projets des territoires connectés","non"
"96","Informatique et télécommunication","134","Télécommunication","489026","M1846","Ingénieur / Ingénieure Cybersécurité Datacenter","non"
"96","Informatique et télécommunication","134","Télécommunication","489174","M1857","Urbaniste Datacenter","non"
"96","Informatique et télécommunication","134","Télécommunication","489217","M1862","Responsable d'exploitation fibre optique","non"
"96","Informatique et télécommunication","","","131","E1205","Graphiste","oui"
"96","Informatique et télécommunication","","","404036","E1206","UX - UI Designer","oui"
"96","Informatique et télécommunication","","","165","F1605","Électricien / Électricienne réseaux","oui"
"96","Informatique et télécommunication","","","489030","F1623","Monteur / Monteuse installation réseaux mobiles","oui"
"96","Informatique et télécommunication","","","210","H1101","Ingénieur / Ingénieure support technique","oui"
"96","Informatique et télécommunication","","","488627","H1106","Responsable support technique clients","oui"
"96","Informatique et télécommunication","","","489015","H1107","Directeur / Directrice assistance technique","oui"
"96","Informatique et télécommunication","","","488902","I1104","Ingénieur / Ingénieure infrastructures télécoms réseaux mobiles","oui"
"96","Informatique et télécommunication","","","489085","I1106","Responsable de maintenance réseaux des territoires connectés","oui"
"96","Informatique et télécommunication","","","316","I1307","Installateur / Installatrice fibre optique","oui"
"96","Informatique et télécommunication","","","488292","I1311","Technicien / Technicienne installation réseaux câblés fibre optique","oui"
"96","Informatique et télécommunication","","","488332","I1312","Technicien / Technicienne réseaux mobiles","oui"
"96","Informatique et télécommunication","","","488747","I1314","Monteur installateur / Monteuse installatrice d'équipements connectés","oui"
"96","Informatique et télécommunication","","","488869","I1315","Monteur raccordeur / Monteuse raccordeuse fibre optique","oui"
"96","Informatique et télécommunication","","","488900","I1317","Technicien / Technicienne de maintenance fibre optique","oui"
"96","Informatique et télécommunication","","","489191","I1319","Technicien / Technicienne de maintenance réseaux mobiles","oui"
"96","Informatique et télécommunication","","","489206","I1320","Technicien / Technicienne de maintenance d'équipements connectés","oui"
"96","Informatique et télécommunication","","","488349","I1403","Technicien / Technicienne Datacenter","oui"
"96","Informatique et télécommunication","","","489033","I1404","Conseiller / Conseillère support technique informatique","oui"
"96","Informatique et télécommunication","","","489195","I1405","Administrateur / Administratrice bureautique","oui"
"96","Informatique et télécommunication","","","488729","M1410","Responsable Green IT","oui"
"96","Informatique et télécommunication","","","485","M1703","Chef / Cheffe de produit","oui"
"96","Informatique et télécommunication","","","490","M1801","Administrateur / Administratrice de systèmes d'information (SI)","oui"
"96","Informatique et télécommunication","","","491","M1802","Expert / Experte systèmes et réseaux informatiques","oui"
"96","Informatique et télécommunication","","","492","M1803","Directeur / Directrice des services informatiques -DSI-","oui"
"96","Informatique et télécommunication","","","493","M1804","Ingénieur / Ingénieure télécoms","oui"
"96","Informatique et télécommunication","","","494","M1805","Développeur / Développeuse informatique","oui"
"96","Informatique et télécommunication","","","495","M1806","Product Owner","oui"
"96","Informatique et télécommunication","","","496","M1807","Opérateur / Opératrice télécom aux armées","oui"
"96","Informatique et télécommunication","","","499","M1810","Technicien / Technicienne informatique","oui"
"96","Informatique et télécommunication","","","404049","M1812","Responsable de la Sécurité des Systèmes d'Information (RSSI)","oui"
"96","Informatique et télécommunication","","","404050","M1813","Intégrateur / Intégratrice logiciels métiers","oui"
"96","Informatique et télécommunication","","","488329","M1814","Scrum Master","oui"
"96","Informatique et télécommunication","","","488576","M1815","Spécialiste test et validation logiciel ou application","oui"
"96","Informatique et télécommunication","","","488603","M1816","Technicien / Technicienne réseaux informatiques et télécoms","oui"
"96","Informatique et télécommunication","","","488636","M1817","Administrateur / Administratrice sécurité informatique","oui"
"96","Informatique et télécommunication","","","488641","M1818","Ingénieur / Ingénieure d'étude informatique","oui"
"96","Informatique et télécommunication","","","488707","M1819","Ingénieur / Ingénieure sécurité informatique","oui"
"96","Informatique et télécommunication","","","488713","M1820","Expert / Experte méthodes et qualité informatique","oui"
"96","Informatique et télécommunication","","","488716","M1821","Analyste d'application informatique","oui"
"96","Informatique et télécommunication","","","488717","M1822","Ingénieur / Ingénieure systèmes et réseaux informatiques","oui"
"96","Informatique et télécommunication","","","488748","M1824","Développeur / Développeuse décisionnel - Business Intelligence","oui"
"96","Informatique et télécommunication","","","488750","M1825","Coordinateur / Coordinatrice de production web","oui"
"96","Informatique et télécommunication","","","488753","M1826","Ingénieur / Ingénieure supervision IT Datacenter","oui"
"96","Informatique et télécommunication","","","488754","M1827","Ingénieur / Ingénieure DevOps","oui"
"96","Informatique et télécommunication","","","488768","M1828","Chef de projet / Cheffe de projet (Project Management Officer)","oui"
"96","Informatique et télécommunication","","","488772","M1829","Ingénieur / Ingénieure systèmes et réseaux des territoires connectés","oui"
"96","Informatique et télécommunication","","","488785","M1830","Administrateur / Administratrice réseaux - télécoms","oui"
"96","Informatique et télécommunication","","","488786","M1831","Développeur / Développeuse - jeux vidéo","oui"
"96","Informatique et télécommunication","","","488865","M1832","Homologateur / Homologatrice fonctionnel de logiciel","oui"
"96","Informatique et télécommunication","","","488877","M1833","Ingénieur / Ingénieure sécurité web","oui"
"96","Informatique et télécommunication","","","488888","M1834","Administrateur / Administratrice de site Web","oui"
"96","Informatique et télécommunication","","","488890","M1835","Architecte systèmes et réseaux des territoires connectés","oui"
"96","Informatique et télécommunication","","","488894","M1836","Ingénieur concepteur / Ingénieure conceptrice informatique","oui"
"96","Informatique et télécommunication","","","488904","M1837","Développeur / Développeuse multimédia","oui"
"96","Informatique et télécommunication","","","488905","M1838","Urbaniste des systèmes d'information","oui"
"96","Informatique et télécommunication","","","488909","M1839","Architecte systèmes et réseaux","oui"
"96","Informatique et télécommunication","","","488917","M1840","Directeur / Directrice de projets des territoires connectés","oui"
"96","Informatique et télécommunication","","","488922","M1841","Ingénieur informaticien / Ingénieure informaticienne","oui"
"96","Informatique et télécommunication","","","488933","M1842","Qualiticien / Qualiticienne logiciel en informatique","oui"
"96","Informatique et télécommunication","","","489009","M1843","Administrateur / Administratrice de serveurs","oui"
"96","Informatique et télécommunication","","","489017","M1844","Analyste en cybersécurité","oui"
"96","Informatique et télécommunication","","","489023","M1845","Architecte IoT - Internet des Objets","oui"
"96","Informatique et télécommunication","","","489026","M1846","Ingénieur / Ingénieure Cybersécurité Datacenter","oui"
"96","Informatique et télécommunication","","","489035","M1847","Expert / Experte en communication et réseaux","oui"
"96","Informatique et télécommunication","","","489055","M1848","Analyste Concepteur / Conceptrice informatique","oui"
"96","Informatique et télécommunication","","","489061","M1849","Administrateur / Administratrice de messagerie","oui"
"96","Informatique et télécommunication","","","489066","M1850","Architecte multimédias interactifs","oui"
"96","Informatique et télécommunication","","","489072","M1852","Analyste d'étude informatique","oui"
"96","Informatique et télécommunication","","","489073","M1853","Chef / Cheffe de projet étude et développement informatique","oui"
"96","Informatique et télécommunication","","","489078","M1854","Administrateur / Administratrice réseau informatique","oui"
"96","Informatique et télécommunication","","","489081","M1855","Développeur / Développeuse web","oui"
"96","Informatique et télécommunication","","","489082","M1856","Expert / Experte en cybersécurité","oui"
"96","Informatique et télécommunication","","","489174","M1857","Urbaniste Datacenter","oui"
"96","Informatique et télécommunication","","","489179","M1858","Chef / Cheffe de projet TMA - Tierce Maintenance Applicative","oui"
"96","Informatique et télécommunication","","","489188","M1859","Chef / Cheffe de projet maîtrise d'œuvre informatique","oui"
"96","Informatique et télécommunication","","","489199","M1860","Architecte cloud","oui"
"96","Informatique et télécommunication","","","489209","M1861","Développeur / Développeuse logiciel ou d'application","oui"
"96","Informatique et télécommunication","","","489217","M1862","Responsable d'exploitation fibre optique","oui"
"96","Informatique et télécommunication","","","489218","M1863","Evaluateur / Evaluatrice sécurité des systèmes et produits informatiques","oui"
"96","Informatique et télécommunication","","","488604","N4110","Releveur / Releveuse de compteurs","oui"
"113","Logistique et transport","152","Logistique et courrier","476","M1603","Facteur / Factrice","non"
"113","Logistique et transport","152","Logistique et courrier","489012","M1615","Distributeur / Distributrice de prospectus et imprimés","non"
"113","Logistique et transport","152","Logistique et courrier","500","N1101","Cariste","non"
"113","Logistique et transport","152","Logistique et courrier","502","N1103","Préparateur / Préparatrice de commandes","non"
"113","Logistique et transport","152","Logistique et courrier","504","N1105","Manutentionnaire","non"
"113","Logistique et transport","152","Logistique et courrier","488333","N1106","Agent / Agente de quai manutentionnaire","non"
"113","Logistique et transport","152","Logistique et courrier","488771","N1110","Magasinier / Magasinière","non"
"113","Logistique et transport","152","Logistique et courrier","488924","N1112","Chef cariste / Cheffe cariste","non"
"113","Logistique et transport","152","Logistique et courrier","489051","N1113","Préparateur / Préparatrice au drive","non"
"113","Logistique et transport","152","Logistique et courrier","489164","N1115","Opérateur / Opératrice logistique en entrepôt","non"
"113","Logistique et transport","152","Logistique et courrier","489168","N1116","Agent / Agente de quai réceptionnaire","non"
"113","Logistique et transport","152","Logistique et courrier","505","N1201","Affréteur / Affréteuse","non"
"113","Logistique et transport","152","Logistique et courrier","488586","N1203","Technicien / Technicienne gestion douanière","non"
"113","Logistique et transport","152","Logistique et courrier","488601","N1204","Coordinateur / Coordinatrice transit -import/export-","non"
"113","Logistique et transport","152","Logistique et courrier","488741","N1205","Responsable de service transit","non"
"113","Logistique et transport","152","Logistique et courrier","489175","N1207","Chef / Cheffe de groupe affrètement","non"
"113","Logistique et transport","152","Logistique et courrier","507","N1301","Responsable logistique","non"
"113","Logistique et transport","152","Logistique et courrier","508","N1302","Responsable entrepôt logistique","non"
"113","Logistique et transport","152","Logistique et courrier","509","N1303","Approvisionneur / Approvisionneuse logistique","non"
"113","Logistique et transport","152","Logistique et courrier","488588","N1304","Directeur / Directrice logistique","non"
"113","Logistique et transport","152","Logistique et courrier","489020","N1305","Ingénieur / Ingénieure logistique","non"
"113","Logistique et transport","152","Logistique et courrier","514","N2203","Agent / Agente de piste","non"
"113","Logistique et transport","152","Logistique et courrier","515","N2204","Agent / Agente de trafic aérien","non"
"113","Logistique et transport","152","Logistique et courrier","489039","N2206","Pilote de drone","non"
"113","Logistique et transport","152","Logistique et courrier","520","N3201","Agent / Agente de port de plaisance","non"
"113","Logistique et transport","152","Logistique et courrier","522","N3203","Ouvrier / Ouvrière de manutention portuaire","non"
"113","Logistique et transport","152","Logistique et courrier","489062","N3204","Chef / Cheffe d'équipe de manutention portuaire","non"
"113","Logistique et transport","152","Logistique et courrier","526","N4104","Coursier / Coursière","non"
"113","Logistique et transport","153","Transport","489173","G1611","Steward / Hôtesse de train","non"
"113","Logistique et transport","153","Transport","488312","H1512","Directeur / Directrice de zone","non"
"113","Logistique et transport","153","Transport","488930","I1105","Responsable de maintenance et d'exploitation","non"
"113","Logistique et transport","153","Transport","489180","K1722","Conducteur / Conductrice d'autorité de l'armée","non"
"113","Logistique et transport","153","Transport","488934","K1723","Conducteur / Conductrice Véhicule Léger de l'armée","non"
"113","Logistique et transport","153","Transport","489162","M1616","Steward / Hôtesse au sol","non"
"113","Logistique et transport","153","Transport","501","N1102","Déménageur / Déménageuse","non"
"113","Logistique et transport","153","Transport","503","N1104","Pontier / Pontière","non"
"113","Logistique et transport","153","Transport","488599","N1107","Chef / Cheffe d'équipe en déménagement","non"
"113","Logistique et transport","153","Transport","488769","N1109","Éclusier-barragiste / Éclusière-barragiste","non"
"113","Logistique et transport","153","Transport","488893","N1111","Conducteur / Conductrice de pont roulant","non"
"113","Logistique et transport","153","Transport","489077","N1114","Conducteur / Conductrice d'engins lourds de manutention","non"
"113","Logistique et transport","153","Transport","506","N1202","Employé / Employée de transit","non"
"113","Logistique et transport","153","Transport","488863","N1206","Courtier / Courtière affrètement maritime","non"
