"code_centre_interet","libelle_centre_interet","code_ogr_rome","code_rome","libelle_rome","principal"
"13","J'aime l'activité physique","25","A1411","Éleveur / Éleveuse de porcins","non"
"13","J'aime l'activité physique","28","A1414","Horticulteur / Horticultrice","non"
"13","J'aime l'activité physique","29","A1415","Marin-pêcheur","non"
"13","J'aime l'activité physique","30","A1416","Agriculteur / Agricultrice","non"
"13","J'aime l'activité physique","31","A1417","Saliculteur / Salicultrice","non"
"13","J'aime l'activité physique","403953","A1418","Viticulteur / Viticultrice","non"
"13","J'aime l'activité physique","403955","A1419","Ouvrier agricole polyvalent / Ouvrière agricole polyvalente","non"
"13","J'aime l'activité physique","403957","A1421","Palefrenier soigneur / Palefrenière soigneuse","non"
"13","J'aime l'activité physique","488766","A1426","Éducateur canin / Éducatrice canine","non"
"13","J'aime l'activité physique","488776","A1427","Goémonier / Goémonière","non"
"13","J'aime l'activité physique","488903","A1428","Algoculteur / Algocultrice","non"
"13","J'aime l'activité physique","489063","A1431","Ouvrier / Ouvrière piscicole","non"
"13","J'aime l'activité physique","488328","A1505","Animalier / Animalière de laboratoire","non"
"13","J'aime l'activité physique","488759","A1506","Soigneur animalier / Soigneuse animalière","non"
"13","J'aime l'activité physique","97","D1211","Vendeur / Vendeuse d'articles de sport et loisirs","non"
"13","J'aime l'activité physique","116","D1507","Employé / Employée de libre-service","non"
"13","J'aime l'activité physique","490402","F1207","Chef / Cheffe d'équipe travaux publics","non"
"13","J'aime l'activité physique","404037","F1619","Couvreur / Couvreuse","non"
"13","J'aime l'activité physique","489030","F1623","Monteur / Monteuse installation réseaux mobiles","non"
"13","J'aime l'activité physique","178","F1705","Poseur / Poseuse de canalisations","non"
"13","J'aime l'activité physique","403952","F1707","Maçon / Maçonne du paysage","non"
"13","J'aime l'activité physique","403954","F1708","Installateur-poseur / Installatrice-poseuse de piscines préfabriquées","non"
"13","J'aime l'activité physique","404038","F1709","Démolisseur / Démolisseuse","non"
"13","J'aime l'activité physique","183","G1202","Animateur / Animatrice d'activités culturelles et de loisirs","non"
"13","J'aime l'activité physique","184","G1203","Animateur / Animatrice auprès des jeunes","non"
"13","J'aime l'activité physique","185","G1204","Éducateur sportif / Éducatrice sportive","oui"
"13","J'aime l'activité physique","403072","G1207","Surveillant / Surveillante de baignade","oui"
"13","J'aime l'activité physique","403077","G1208","Entraîneur / Entraîneure de sport professionnel et de haut niveau","oui"
"13","J'aime l'activité physique","403078","G1209","Animateur / Animatrice de loisirs sportifs","oui"
"13","J'aime l'activité physique","403958","G1210","Enseignant / Enseignante d'équitation","non"
"13","J'aime l'activité physique","404961","G1211","Analyste de la performance sportive","oui"
"13","J'aime l'activité physique","404962","G1212","Animateur socio-sportif / Animatrice socio-sportive","oui"
"13","J'aime l'activité physique","404966","G1214","Directeur sportif / Directrice sportive","non"
"13","J'aime l'activité physique","404967","G1215","Educateur sportif / Educatrice sportive Santé","oui"
"13","J'aime l'activité physique","404970","G1216","Moniteur / Monitrice de sport nature","oui"
"13","J'aime l'activité physique","404971","G1217","Moniteur / Monitrice en salle de sport","oui"
"13","J'aime l'activité physique","404975","G1218","Préparateur / Préparatrice physique","oui"
"13","J'aime l'activité physique","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées","non"
"13","J'aime l'activité physique","488616","G1224","Maître-nageur sauveteur / Maître-nageuse sauveteuse","oui"
"13","J'aime l'activité physique","488733","G1226","Chef / Cheffe de bassin","oui"
"13","J'aime l'activité physique","488779","G1228","Guide de haute montagne","non"
"13","J'aime l'activité physique","489050","G1233","Préparateur mental / Préparatrice mentale du sport","oui"
"13","J'aime l'activité physique","489070","G1234","Musher guide de randonnée en traîneau","oui"
"13","J'aime l'activité physique","235","H2101","Ouvrier / Ouvrière d'abattoir","non"
"13","J'aime l'activité physique","279","H2902","Chaudronnier / Chaudronnière","non"
"13","J'aime l'activité physique","307","I1201","Afficheur / Afficheuse","non"
"13","J'aime l'activité physique","322","I1501","Cordiste","non"
"13","J'aime l'activité physique","323","I1502","Scaphandrier / Scaphandrière","non"
"13","J'aime l'activité physique","395","K1705","Secouriste","non"
"13","J'aime l'activité physique","488581","K2205","Agent / Agente de propreté de locaux","non"
"13","J'aime l'activité physique","420","K2301","Agent / Agente d'assainissement","non"
"13","J'aime l'activité physique","422","K2303","Ripeur / Ripeuse","non"
"13","J'aime l'activité physique","488790","K2307","Agent / Agente de propreté urbaine","oui"
"13","J'aime l'activité physique","430","K2503","Agent / Agente de prévention et de sécurité","non"
"13","J'aime l'activité physique","438","L1201","Danseur / Danseuse","non"
"13","J'aime l'activité physique","441","L1204","Artiste de cirque","non"
"13","J'aime l'activité physique","488757","L1206","Cavalier / Cavalière de spectacle","non"
"13","J'aime l'activité physique","488789","L1207","Cascadeur / Cascadeuse","non"
"13","J'aime l'activité physique","446","L1401","Sportif professionnel / Sportive professionnelle","oui"
"13","J'aime l'activité physique","488306","L1402","Arbitre professionnel / Professionnelle de discipline sportive","non"
"13","J'aime l'activité physique","476","M1603","Facteur / Factrice","non"
"13","J'aime l'activité physique","489012","M1615","Distributeur / Distributrice de prospectus et imprimés","non"
"13","J'aime l'activité physique","500","N1101","Cariste","non"
"13","J'aime l'activité physique","501","N1102","Déménageur / Déménageuse","non"
"13","J'aime l'activité physique","502","N1103","Préparateur / Préparatrice de commandes","non"
"13","J'aime l'activité physique","504","N1105","Manutentionnaire","non"
"13","J'aime l'activité physique","488333","N1106","Agent / Agente de quai manutentionnaire","non"
"13","J'aime l'activité physique","488599","N1107","Chef / Cheffe d'équipe en déménagement","oui"
"13","J'aime l'activité physique","488771","N1110","Magasinier / Magasinière","oui"
"13","J'aime l'activité physique","488924","N1112","Chef cariste / Cheffe cariste","non"
"13","J'aime l'activité physique","489164","N1115","Opérateur / Opératrice logistique en entrepôt","oui"
"13","J'aime l'activité physique","522","N3203","Ouvrier / Ouvrière de manutention portuaire","non"
"13","J'aime l'activité physique","535","N4402","Agent / Agente d'exploitation des remontées mécaniques","non"
"14","J'aime le travail manuel","6","A1101","Conducteur / Conductrice d'engins agricoles","non"
"14","J'aime le travail manuel","403950","A1102","Conducteur / Conductrice d'engins d'exploitation forestière","non"
"14","J'aime le travail manuel","7","A1201","Bûcheron / Bûcheronne","non"
"14","J'aime le travail manuel","8","A1202","Agent / Agente d'entretien des espaces naturels","non"
"14","J'aime le travail manuel","9","A1203","Agent / Agente d'entretien des espaces verts","non"
"14","J'aime le travail manuel","10","A1204","Garde Forestier / Forestière","non"
"14","J'aime le travail manuel","11","A1205","Sylviculteur / Sylvicultrice","non"
"14","J'aime le travail manuel","488734","A1208","Jardinier / Jardinière paysagiste","non"
"14","J'aime le travail manuel","488859","A1210","Ouvrier forestier / Ouvrière forestière","non"
"14","J'aime le travail manuel","15","A1401","Vendangeur / Vendangeuse","non"
"14","J'aime le travail manuel","16","A1402","Aide horticole","non"
"14","J'aime le travail manuel","17","A1403","Aide d'élevage agricole","non"
"14","J'aime le travail manuel","19","A1405","Arboriculteur / Arboricultrice","non"
"14","J'aime le travail manuel","26","A1412","Fromager-affineur / Fromagère-affineuse","non"
"14","J'aime le travail manuel","27","A1413","Brasseur / Brasseuse de bière","non"
"14","J'aime le travail manuel","28","A1414","Horticulteur / Horticultrice","non"
"14","J'aime le travail manuel","29","A1415","Marin-pêcheur","non"
"14","J'aime le travail manuel","30","A1416","Agriculteur / Agricultrice","non"
"14","J'aime le travail manuel","403953","A1418","Viticulteur / Viticultrice","non"
"14","J'aime le travail manuel","403955","A1419","Ouvrier agricole polyvalent / Ouvrière agricole polyvalente","non"
"14","J'aime le travail manuel","403957","A1421","Palefrenier soigneur / Palefrenière soigneuse","non"
"14","J'aime le travail manuel","488334","A1422","Caviste de chai","non"
"14","J'aime le travail manuel","488709","A1424","Pisciculteur / Piscicultrice","non"
"14","J'aime le travail manuel","488728","A1425","Ramendeur / Ramendeuse","oui"
"14","J'aime le travail manuel","488914","A1429","Apiculteur / Apicultrice","non"
"14","J'aime le travail manuel","489025","A1430","Ouvrier / Ouvrière aquacole","non"
"14","J'aime le travail manuel","33","A1502","Maréchal-ferrant / Maréchale-ferrante","non"
"14","J'aime le travail manuel","34","A1503","Toiletteur / Toiletteuse d'animaux","non"
"14","J'aime le travail manuel","489019","A1507","Ostéopathe animalier / Ostéopathe animalière","non"
"14","J'aime le travail manuel","36","B1101","Artiste Plasticien / Plasticienne","non"
"14","J'aime le travail manuel","488793","B1102","Mosaïste d'art","non"
"14","J'aime le travail manuel","489159","B1103","Sculpteur / Sculptrice ornemaniste sur pierre","oui"
"14","J'aime le travail manuel","40","B1303","Graveur / Graveuse d'art","non"
"14","J'aime le travail manuel","488724","B1304","Artisan démonstrateur / Artisane démonstratrice","oui"
"14","J'aime le travail manuel","42","B1402","Relieur / Relieuse d'art","oui"
"14","J'aime le travail manuel","404972","B1608","Opérateur / Opératrice en bijouterie","non"
"14","J'aime le travail manuel","404977","B1610","Sertisseur / Sertisseuse en bijouterie ou joaillerie","non"
"14","J'aime le travail manuel","404978","B1611","Trieur / Trieuse de pierres et perles","non"
"14","J'aime le travail manuel","490200","B1615","Orfèvre tourneur repousseur / Orfèvre tourneuse repousseuse","oui"
"14","J'aime le travail manuel","80","D1101","Boucher / Bouchère","non"
"14","J'aime le travail manuel","81","D1102","Boulanger / Boulangère","non"
"14","J'aime le travail manuel","82","D1103","Charcutier-traiteur / Charcutière-traiteuse","non"
"14","J'aime le travail manuel","83","D1104","Pâtissier / Pâtissière","non"
"14","J'aime le travail manuel","84","D1105","Poissonnier / Poissonnière","non"
"14","J'aime le travail manuel","488597","D1108","Chef boulanger / Cheffe boulangère","non"
"14","J'aime le travail manuel","489178","D1109","Chef boucher / Cheffe bouchère","non"
"14","J'aime le travail manuel","88","D1202","Coiffeur / Coiffeuse","oui"
"14","J'aime le travail manuel","92","D1206","Cordonnier / Cordonnière","non"
"14","J'aime le travail manuel","93","D1207","Retoucheur / Retoucheuse en habillement","non"
"14","J'aime le travail manuel","95","D1209","Fleuriste","non"
"14","J'aime le travail manuel","488614","D1215","Posticheur / Posticheuse","oui"
"14","J'aime le travail manuel","488617","D1216","Coiffeur barbier / Coiffeuse barbière","oui"
"14","J'aime le travail manuel","488784","D1217","Socio-coiffeur / Socio-coiffeuse","oui"
"14","J'aime le travail manuel","488919","D1218","Formateur coiffeur / Formatrice coiffeuse","non"
"14","J'aime le travail manuel","489010","D1219","Vendeur / Vendeuse conseil en jardinerie","non"
"14","J'aime le travail manuel","489036","D1220","Gérant / Gérante salon de coiffure","oui"
"14","J'aime le travail manuel","116","D1507","Employé / Employée de libre-service","oui"
"14","J'aime le travail manuel","138","E1307","Reprographe","non"
"14","J'aime le travail manuel","139","E1308","Technicien / Technicienne des industries graphiques","non"
"14","J'aime le travail manuel","489220","F1206","Chef / Cheffe d'équipe bâtiment","non"
"14","J'aime le travail manuel","156","F1401","Foreur / Foreuse","non"
"14","J'aime le travail manuel","158","F1501","Poseur / Poseuse de charpentes ou constructions bois","non"
"14","J'aime le travail manuel","159","F1502","Échafaudeur / Échafaudeuse","non"
"14","J'aime le travail manuel","160","F1503","Charpentier / Charpentière","non"
"14","J'aime le travail manuel","488871","F1504","Charpentier / Charpentière de marine","non"
"14","J'aime le travail manuel","161","F1601","Plâtrier / Plâtrière","non"
"14","J'aime le travail manuel","162","F1602","Électricien / Électricienne du bâtiment","non"
"14","J'aime le travail manuel","163","F1603","Plombier / Plombière","non"
"14","J'aime le travail manuel","164","F1604","Plaquiste","non"
"14","J'aime le travail manuel","165","F1605","Électricien / Électricienne réseaux","non"
"14","J'aime le travail manuel","166","F1606","Peintre en bâtiment","oui"
"14","J'aime le travail manuel","167","F1607","Menuisier / Menuisière aluminium","non"
"14","J'aime le travail manuel","168","F1608","Carreleur / Carreleuse","non"
"14","J'aime le travail manuel","169","F1609","Solier / Solière","non"
"14","J'aime le travail manuel","170","F1610","Installateur mainteneur / Installatrice mainteneuse en systèmes solaires, thermiques et photovoltaïques","oui"
"14","J'aime le travail manuel","171","F1611","Façadier / Façadière","non"
"14","J'aime le travail manuel","172","F1612","Tailleur / Tailleuse de pierre","non"
"14","J'aime le travail manuel","173","F1613","Étancheur / Étancheuse","non"
"14","J'aime le travail manuel","403073","F1614","Poseur / Poseuse en fermetures de bâtiment","non"
"14","J'aime le travail manuel","403080","F1615","Poseur / Poseuse de cloisons démontables et mobiles","non"
"14","J'aime le travail manuel","403081","F1616","Poseur / Poseuse de menuiseries extérieures","non"
"14","J'aime le travail manuel","403082","F1617","Poseur / Poseuse de véranda","non"
"14","J'aime le travail manuel","403083","F1618","Poseur / Poseuse de façade vitrée","non"
"14","J'aime le travail manuel","404037","F1619","Couvreur / Couvreuse","oui"
"14","J'aime le travail manuel","404539","F1620","Installateur / Installatrice chauffage et climatisation","non"
"14","J'aime le travail manuel","488572","F1621","Ramoneur / Ramoneuse","non"
"14","J'aime le travail manuel","488912","F1622","Monteur / Monteuse en éclairage public","non"
"14","J'aime le travail manuel","489030","F1623","Monteur / Monteuse installation réseaux mobiles","non"
"14","J'aime le travail manuel","489084","F1624","Staffeur Stuqueur / Staffeuse Stuqueuse","oui"
"14","J'aime le travail manuel","489189","F1625","Monteur / Monteuse en agencement","non"
"14","J'aime le travail manuel","174","F1701","Coffreur / Coffreuse","non"
"14","J'aime le travail manuel","175","F1702","Ouvrier / Ouvrière en voiries","non"
"14","J'aime le travail manuel","176","F1703","Maçon / Maçonne","non"
"14","J'aime le travail manuel","177","F1704","Manœuvre bâtiment","non"
"14","J'aime le travail manuel","178","F1705","Poseur / Poseuse de canalisations","non"
"14","J'aime le travail manuel","179","F1706","Armaturier / Armaturière de l'industrie du béton","non"
"14","J'aime le travail manuel","403952","F1707","Maçon / Maçonne du paysage","oui"
"14","J'aime le travail manuel","403954","F1708","Installateur-poseur / Installatrice-poseuse de piscines préfabriquées","oui"
"14","J'aime le travail manuel","404038","F1709","Démolisseur / Démolisseuse","oui"
"14","J'aime le travail manuel","488283","F1710","Magasinier / Magasinière en négoce des matériaux de construction","non"
"14","J'aime le travail manuel","195","G1501","Employé / Employée d'étage","oui"
"14","J'aime le travail manuel","199","G1602","Commis / Commise de cuisine","non"
"14","J'aime le travail manuel","200","G1603","Équipier polyvalent / Équipière polyvalente de restauration rapide","non"
"14","J'aime le travail manuel","202","G1605","Plongeur officier / Plongeuse officière de cuisine","oui"
"14","J'aime le travail manuel","404040","G1607","Employé / Employée de restauration collective","non"
"14","J'aime le travail manuel","404540","G1608","Ecailler / Ecaillère","oui"
"14","J'aime le travail manuel","488580","G1610","Pâtissier / Pâtissière de restaurant","non"
"14","J'aime le travail manuel","204","G1702","Bagagiste en établissement hôtelier","non"
"14","J'aime le travail manuel","488891","G1707","Responsable de vestiaire","non"
"14","J'aime le travail manuel","216","H1205","Modéliste en industrie","oui"
"14","J'aime le travail manuel","219","H1208","Automaticien / Automaticienne en bureau d'études","non"
"14","J'aime le travail manuel","235","H2101","Ouvrier / Ouvrière d'abattoir","oui"
"14","J'aime le travail manuel","236","H2102","Conducteur / Conductrice de ligne en industrie alimentaire","non"
"14","J'aime le travail manuel","403959","H2103","Opérateur / Opératrice de transformation des viandes","oui"
"14","J'aime le travail manuel","488711","H2104","Fromager industriel / Fromagère industrielle","non"
"14","J'aime le travail manuel","237","H2201","Assembleur / Assembleuse d'ouvrages en bois","oui"
"14","J'aime le travail manuel","238","H2202","Conducteur / Conductrice de machines à bois","non"
"14","J'aime le travail manuel","239","H2203","Machiniste en fabrications de panneaux de bois","non"
"14","J'aime le travail manuel","241","H2205","Ouvrier / Ouvrière de scierie","oui"
"14","J'aime le travail manuel","242","H2206","Menuisier / Menuisière","oui"
"14","J'aime le travail manuel","243","H2207","Ébéniste","oui"
"14","J'aime le travail manuel","244","H2208","Sculpteur / Sculptrice sur bois","oui"
"14","J'aime le travail manuel","489038","H2210","Tonnelier / Tonnelière","oui"
"14","J'aime le travail manuel","488887","H2211","Opérateur / Opératrice de sciage bois","oui"
"14","J'aime le travail manuel","246","H2301","Conducteur / Conductrice de ligne en industrie chimique","non"
"14","J'aime le travail manuel","488276","H2302","Conducteur / Conductrice de procédé de fabrication","non"
"14","J'aime le travail manuel","488318","H2303","Opérateur / Opératrice de fabrication en industrie pharmaceutique","oui"
"14","J'aime le travail manuel","247","H2401","Opérateur / Opératrice de fabrication industrie des cuirs, peaux et matériaux associés","oui"
"14","J'aime le travail manuel","248","H2402","Couturier industriel / Couturière industrielle de l'habillement","oui"
"14","J'aime le travail manuel","249","H2403","Conducteur / Conductrice de machines de fabrication de produits textiles","non"
"14","J'aime le travail manuel","250","H2404","Conducteur / Conductrice de machine de production et transformation des fils","non"
"14","J'aime le travail manuel","251","H2405","Conducteur / Conductrice de ligne de production de textiles non-tissés","non"
"14","J'aime le travail manuel","252","H2406","Conducteur / Conductrice de machines de traitement textile","non"
"14","J'aime le travail manuel","253","H2407","Opérateur / Opératrice sur machine de transformation et de finition des cuirs et peaux","non"
"14","J'aime le travail manuel","254","H2408","Imprimeur / Imprimeuse textile","oui"
"14","J'aime le travail manuel","255","H2409","Coupeur / Coupeuse en industrie textile et matériaux souples","oui"
"14","J'aime le travail manuel","256","H2410","Opérateur / Opératrice de finition en industrie du textile","oui"
"14","J'aime le travail manuel","257","H2411","Monteur / Monteuse prototypiste cuir et matériaux souples","oui"
"14","J'aime le travail manuel","258","H2412","Patronnier / Patronnière","oui"
"14","J'aime le travail manuel","259","H2413","Opérateur / Opératrice de préparation en industrie textile","oui"
"14","J'aime le travail manuel","260","H2414","Opérateur / Opératrice de préparation ou de finition sur articles de cuirs, peaux ou matériaux associés","oui"
"14","J'aime le travail manuel","488630","H2416","Gainier industriel / Gainière industrielle","non"
"14","J'aime le travail manuel","488714","H2417","Chef / Cheffe de rame textile","non"
"14","J'aime le travail manuel","488720","H2418","Opérateur / Opératrice sur machine de production et transformation des fils","oui"
"14","J'aime le travail manuel","488740","H2419","Passementier / Passementière en industrie textile","oui"
"14","J'aime le travail manuel","488760","H2420","Repasseur / Repasseuse en industrie textile et de l'habillement","oui"
"14","J'aime le travail manuel","488761","H2421","Opérateur / Opératrice de fabrication de produits textiles","oui"
"14","J'aime le travail manuel","488780","H2422","Tapissier industriel / Tapissière industrielle","oui"
"14","J'aime le travail manuel","488856","H2423","Mécanicien / Mécanicienne industrie textile et de l'habillement","oui"
"14","J'aime le travail manuel","488875","H2424","Chef(fe) de ligne chromo en industrie textile","non"
"14","J'aime le travail manuel","488901","H2425","Fileur / Fileuse en industrie textile","oui"
"14","J'aime le travail manuel","488932","H2426","Chef(fe) d'équipe en atelier de coupe","non"
"14","J'aime le travail manuel","489060","H2427","Effileur / Effileuse en dentelles","oui"
"14","J'aime le travail manuel","267","H2601","Bobinier / Bobinière en électricité","oui"
"14","J'aime le travail manuel","268","H2602","Câbleur / Câbleuse d'armoires","oui"
"14","J'aime le travail manuel","270","H2604","Assembleur / Assembleuse en produits électriques et électroniques","oui"
"14","J'aime le travail manuel","271","H2605","Monteur-câbleur / Monteuse-câbleuse en électronique","oui"
"14","J'aime le travail manuel","488763","H2606","Monteur-bobinier / Monteuse-bobinière en électricité","oui"
"14","J'aime le travail manuel","488920","H2607","Chef / Cheffe d'équipe d'atelier de bobinage en électricité","oui"
"14","J'aime le travail manuel","489222","H2608","Bobinier / Bobinière en matériels électroniques","oui"
"14","J'aime le travail manuel","488775","H2704","Technicien démonteur / Technicienne démonteuse de batteries de véhicules électriques","oui"
"14","J'aime le travail manuel","276","H2804","Pilote de centrale de béton","non"
"14","J'aime le travail manuel","277","H2805","Technicien / Technicienne de l'industrie du verre","non"
"14","J'aime le travail manuel","278","H2901","Ajusteur-monteur / Ajusteuse-monteuse","oui"
"14","J'aime le travail manuel","279","H2902","Chaudronnier / Chaudronnière","oui"
"14","J'aime le travail manuel","280","H2903","Tourneur-fraiseur / Tourneuse-fraiseuse","oui"
"14","J'aime le travail manuel","281","H2904","Forgeron industriel / Forgeronne industrielle","oui"
"14","J'aime le travail manuel","282","H2905","Cisailleur / Cisailleuse en métallurgie","oui"
"14","J'aime le travail manuel","283","H2906","Opérateur / Opératrice en fabrication mécanique","oui"
"14","J'aime le travail manuel","284","H2907","Fondeur / Fondeuse en métallurgie","oui"
"14","J'aime le travail manuel","285","H2908","Modeleur / Modeleuse","oui"
"14","J'aime le travail manuel","286","H2909","Assembleur monteur / Assembleuse monteuse","oui"
"14","J'aime le travail manuel","287","H2910","Mouleur noyauteur / Mouleuse noyauteuse","oui"
"14","J'aime le travail manuel","288","H2911","Métallier / Métallière","oui"
"14","J'aime le travail manuel","289","H2912","Régleur / Régleuse d'équipements industriels","oui"
"14","J'aime le travail manuel","290","H2913","Soudeur / Soudeuse","oui"
"14","J'aime le travail manuel","291","H2914","Tuyauteur / Tuyauteuse","oui"
"14","J'aime le travail manuel","489024","H2915","Chef soudeur / Cheffe soudeuse","oui"
"14","J'aime le travail manuel","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-","oui"
"14","J'aime le travail manuel","489194","H2917","Soudeur / Soudeuse MIG MAG","oui"
"14","J'aime le travail manuel","292","H3101","Conducteur / Conductrice de machines à papier ou carton","oui"
"14","J'aime le travail manuel","294","H3201","Plasturgiste","oui"
"14","J'aime le travail manuel","295","H3202","Monteur régleur / Monteuse régleuse en plasturgie","oui"
"14","J'aime le travail manuel","296","H3203","Mouleur-stratifieur / Mouleuse-stratifieuse","oui"
"14","J'aime le travail manuel","297","H3301","Conducteur / Conductrice de ligne de conditionnement","oui"
"14","J'aime le travail manuel","298","H3302","Agent / Agente de conditionnement","oui"
"14","J'aime le travail manuel","299","H3303","Cuisinier / Cuisinière en industrie chimique","oui"
"14","J'aime le travail manuel","488913","H3304","Chef / Cheffe de ligne conditionnement","non"
"14","J'aime le travail manuel","489083","H3305","Conducteur / Conductrice de machines de conditionnement","oui"
"14","J'aime le travail manuel","300","H3401","Opérateur / Opératrice de traitement d'abrasion de surface","oui"
"14","J'aime le travail manuel","301","H3402","Agent / Agente de traitement de surface","oui"
"14","J'aime le travail manuel","302","H3403","Opérateur / Opératrice de traitement thermique","oui"
"14","J'aime le travail manuel","303","H3404","Peintre industriel / Peintre industrielle","oui"
"14","J'aime le travail manuel","404973","H3405","Polisseur / Polisseuse en bijouterie ou joaillerie ou orfèvrerie","non"
"14","J'aime le travail manuel","404974","H3406","Opérateur / Opératrice en polissage de bijouterie ou d'orfèvrerie","oui"
"14","J'aime le travail manuel","490329","H3407","Metteur au bain / Metteuse au bain argenture - dorure en orfèvrerie","oui"
"14","J'aime le travail manuel","490351","H3408","Metteur au point polisseur / Metteuse au point polisseuse sur matrice en orfèvrerie","oui"
"14","J'aime le travail manuel","488788","I1107","Responsable d'atelier de mécanique parcs et jardins","oui"
"14","J'aime le travail manuel","307","I1201","Afficheur / Afficheuse","oui"
"14","J'aime le travail manuel","309","I1203","Agent / Agente d'entretien du bâtiment","oui"
"14","J'aime le travail manuel","488571","I1204","Agent / Agente d'entretien des piscines","oui"
"14","J'aime le travail manuel","488628","I1205","Installateur vérificateur / Installatrice vérificatrice d'extincteurs","non"
"14","J'aime le travail manuel","310","I1301","Ascensoriste","oui"
"14","J'aime le travail manuel","311","I1302","Technicien / Technicienne de maintenance d'installations automatisées","oui"
"14","J'aime le travail manuel","312","I1303","Technicien / Technicienne de maintenance de distributeurs automatiques","oui"
"14","J'aime le travail manuel","313","I1304","Technicien / Technicienne de maintenance industrielle","oui"
"14","J'aime le travail manuel","314","I1305","Électronicien / Électronicienne de maintenance","oui"
"14","J'aime le travail manuel","315","I1306","Frigoriste","oui"
"14","J'aime le travail manuel","316","I1307","Installateur / Installatrice fibre optique","oui"
"14","J'aime le travail manuel","317","I1308","Technicien / Technicienne chauffagiste","oui"
"14","J'aime le travail manuel","318","I1309","Électricien / Électricienne de maintenance","oui"
"14","J'aime le travail manuel","319","I1310","Mécanicien / Mécanicienne de maintenance industrielle","oui"
"14","J'aime le travail manuel","488292","I1311","Technicien / Technicienne installation réseaux câblés fibre optique","oui"
"14","J'aime le travail manuel","488332","I1312","Technicien / Technicienne réseaux mobiles","oui"
"14","J'aime le travail manuel","488605","I1313","Hydraulicien industriel / Hydraulicienne industrielle","oui"
"14","J'aime le travail manuel","488747","I1314","Monteur installateur / Monteuse installatrice d'équipements connectés","oui"
"14","J'aime le travail manuel","488869","I1315","Monteur raccordeur / Monteuse raccordeuse fibre optique","oui"
"14","J'aime le travail manuel","488883","I1316","Technicien / Technicienne de maintenance Chauffage, Ventilation et Climatisation - CVC","oui"
"14","J'aime le travail manuel","488900","I1317","Technicien / Technicienne de maintenance fibre optique","oui"
"14","J'aime le travail manuel","488911","I1318","Instrumentiste Industriel / Industrielle","oui"
"14","J'aime le travail manuel","489191","I1319","Technicien / Technicienne de maintenance réseaux mobiles","oui"
"14","J'aime le travail manuel","489206","I1320","Technicien / Technicienne de maintenance d'équipements connectés","oui"
"14","J'aime le travail manuel","320","I1401","Technicien / Technicienne de maintenance en informatique","oui"
"14","J'aime le travail manuel","321","I1402","Technicien / Technicienne SAV","oui"
"14","J'aime le travail manuel","489033","I1404","Conseiller / Conseillère support technique informatique","oui"
"14","J'aime le travail manuel","488281","I1505","Technicien / Technicienne déchet nucléaire","non"
"14","J'aime le travail manuel","488770","I1506","Chef / Cheffe d'équipe cordiste","non"
"14","J'aime le travail manuel","325","I1601","Préparateur / Préparatrice de bateau","oui"
"14","J'aime le travail manuel","326","I1602","Mécanicien / Mécanicienne aéronautique","oui"
"14","J'aime le travail manuel","327","I1603","Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles","oui"
"14","J'aime le travail manuel","328","I1604","Mécanicien / Mécanicienne automobile","oui"
"14","J'aime le travail manuel","329","I1605","Mécanicien / Mécanicienne en mécanique marine/navale","oui"
"14","J'aime le travail manuel","330","I1606","Carrossier-peintre / Carrossière-peintre","oui"
"14","J'aime le travail manuel","331","I1607","Mécanicien / Mécanicienne motocycles","oui"
"14","J'aime le travail manuel","488607","I1608","Démonteur / Démonteuse de véhicules hors d'usage","oui"
"14","J'aime le travail manuel","489208","I1609","Peintre automobile","oui"
"14","J'aime le travail manuel","488613","I1610","Responsable atelier carrosserie","oui"
"14","J'aime le travail manuel","489079","I1611","Préparateur / Préparatrice de véhicules automobiles","oui"
"14","J'aime le travail manuel","489045","I1612","Technicien expert / Technicienne experte après-vente automobile","non"
"14","J'aime le travail manuel","488731","I1613","Mécanicien / Mécanicienne des véhicules des transports routiers","oui"
"14","J'aime le travail manuel","488736","I1614","Préparateur / Préparatrice en peinture automobile","oui"
"14","J'aime le travail manuel","488742","I1615","Dépanneur-remorqueur / Dépanneuse-remorqueuse de véhicules","oui"
"14","J'aime le travail manuel","489022","I1616","Mécanicien / Mécanicienne d'engins de chantier et de travaux publics","oui"
"14","J'aime le travail manuel","488791","I1617","Contrôleur / Contrôleuse technique de véhicules","oui"
"14","J'aime le travail manuel","488866","I1618","Mécanicien / Mécanicienne en matériels motorisés de parcs et jardins","oui"
"14","J'aime le travail manuel","488870","I1619","Mécanicien / Mécanicienne cycles","oui"
"14","J'aime le travail manuel","488889","I1620","Mécanicien-réparateur / Mécanicienne-réparatrice d'engins de levage et de manutention","oui"
"14","J'aime le travail manuel","352","J1408","Ostéopathe","non"
"14","J'aime le travail manuel","354","J1410","Prothésiste dentaire","oui"
"14","J'aime le travail manuel","355","J1411","Orthoprothésiste","non"
"14","J'aime le travail manuel","378","K1304","Employé familial / Employée familiale de maison","non"
"14","J'aime le travail manuel","489034","K1717","Technicien électronicien / Technicienne électronicienne des armées","oui"
"14","J'aime le travail manuel","489053","K1718","Mécanicien / Mécanicienne de systèmes d'armes","non"
