"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"56","Restauration","489171","G1411","Directeur / Directrice d'hôtel"
"56","Restauration","489205","G1413","Directeur / Directrice de restaurant"
"56","Restauration","198","G1601","Chef / Cheffe de cuisine"
"56","Restauration","199","G1602","Commis / Commise de cuisine"
"56","Restauration","200","G1603","Équipier polyvalent / Équipière polyvalente de restauration rapide"
"56","Restauration","201","G1604","Pizzaïolo / Pizzaïola"
"56","Restauration","202","G1605","Plongeur officier / Plongeuse officière de cuisine"
"56","Restauration","404039","G1606","Cuisinier / Cuisinière de collectivité"
"56","Restauration","404040","G1607","Employé / Employée de restauration collective"
"56","Restauration","404540","G1608","Ecailler / Ecaillère"
"56","Restauration","488568","G1609","Cuisinier / Cuisinière"
"56","Restauration","488580","G1610","Pâtissier / Pâtissière de restaurant"
"56","Restauration","489173","G1611","Steward / Hôtesse de train"
"56","Restauration","206","G1801","Barman / Barmaid"
"56","Restauration","207","G1802","Maître / Maîtresse d'hôtel"
"56","Restauration","208","G1803","Serveur / Serveuse en restauration"
"56","Restauration","209","G1804","Sommelier / Sommelière"
"56","Restauration","489037","G1805","Gérant / Gérante de café, bar-brasserie"
"56","Restauration","488898","G1806","Chef sommelier / Cheffe sommelière"
"56","Restauration","488582","G1807","Gérant / Gérante de bar-tabac"
"56","Restauration","488635","G1808","Chef barman / Cheffe barmaid"
"56","Restauration","488718","G1809","Barista"
"56","Restauration","488861","G1810","Chef / Cheffe de rang"
"56","Restauration","489181","H1308","Animateur / Animatrice en Hygiène Sécurité Environnement (HSE)"
"56","Restauration","488931","N4123","Conducteur livreur installateur / Conductrice livreuse installatrice"
"58","Edition","120","E1102","Écrivain / Écrivaine"
"58","Edition","121","E1103","Chargé / Chargée des relations publiques"
"58","Edition","122","E1104","Concepteur / Conceptrice de contenus multimedia"
"58","Edition","123","E1105","Éditeur / Éditrice"
"58","Edition","124","E1106","Journaliste"
"58","Edition","126","E1108","Traducteur / Traductrice"
"58","Edition","488921","E1112","Chargé / Chargée de communication"
"58","Edition","136","E1305","Correcteur / Correctrice"
"58","Edition","140","E1401","Chef / Cheffe de publicité"
"58","Edition","488750","M1825","Coordinateur / Coordinatrice de production web"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","120","E1102","Écrivain / Écrivaine"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","122","E1104","Concepteur / Conceptrice de contenus multimedia"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","127","E1201","Photographe"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","128","E1202","Employé / Employée de laboratoire cinématographique"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","129","E1203","Développeur / Développeuse de photographies"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","130","E1204","Projectionniste"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","488782","E1207","Motion designer"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","440","L1203","Comédien / Comédienne"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","488789","L1207","Cascadeur / Cascadeuse"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","443","L1302","Producteur / Productrice de film"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","445","L1304","Réalisateur / Réalisatrice"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","489569","L1305","Directeur / Directrice artistique spectacle"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","451","L1505","Cadreur / Cadreuse"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","453","L1507","Monteur / Monteuse vidéo"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","454","L1508","Régisseur / Régisseuse du son"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","39022","L1510","Animateur / Animatrice 3D - films d'animation"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","488715","L1511","Technicien / Technicienne spectacle en site de divertissement"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","489065","L1512","Régisseur / Régisseuse de spectacles"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","489172","L1513","Scénographe"
"59","Production de films cinematographiques, de video et de programmes de television, enregistrement sonore et edition musicale","489039","N2206","Pilote de drone"
"60","Programmation et diffusion","121","E1103","Chargé / Chargée des relations publiques"
"60","Programmation et diffusion","123","E1105","Éditeur / Éditrice"
"60","Programmation et diffusion","124","E1106","Journaliste"
"60","Programmation et diffusion","437","L1103","Animateur / Animatrice radio"
"60","Programmation et diffusion","488789","L1207","Cascadeur / Cascadeuse"
"60","Programmation et diffusion","445","L1304","Réalisateur / Réalisatrice"
"60","Programmation et diffusion","454","L1508","Régisseur / Régisseuse du son"
"61","Telecommunications","165","F1605","Électricien / Électricienne réseaux"
"61","Telecommunications","489030","F1623","Monteur / Monteuse installation réseaux mobiles"
"61","Telecommunications","488902","I1104","Ingénieur / Ingénieure infrastructures télécoms réseaux mobiles"
"61","Telecommunications","489085","I1106","Responsable de maintenance réseaux des territoires connectés"
"61","Telecommunications","316","I1307","Installateur / Installatrice fibre optique"
"61","Telecommunications","488292","I1311","Technicien / Technicienne installation réseaux câblés fibre optique"
"61","Telecommunications","488332","I1312","Technicien / Technicienne réseaux mobiles"
"61","Telecommunications","488747","I1314","Monteur installateur / Monteuse installatrice d'équipements connectés"
"61","Telecommunications","488869","I1315","Monteur raccordeur / Monteuse raccordeuse fibre optique"
"61","Telecommunications","488900","I1317","Technicien / Technicienne de maintenance fibre optique"
"61","Telecommunications","489191","I1319","Technicien / Technicienne de maintenance réseaux mobiles"
"61","Telecommunications","489206","I1320","Technicien / Technicienne de maintenance d'équipements connectés"
"61","Telecommunications","488927","M1614","Standardiste"
"61","Telecommunications","493","M1804","Ingénieur / Ingénieure télécoms"
"61","Telecommunications","496","M1807","Opérateur / Opératrice télécom aux armées"
"61","Telecommunications","488603","M1816","Technicien / Technicienne réseaux informatiques et télécoms"
"61","Telecommunications","488717","M1822","Ingénieur / Ingénieure systèmes et réseaux informatiques"
"61","Telecommunications","488753","M1826","Ingénieur / Ingénieure supervision IT Datacenter"
"61","Telecommunications","488772","M1829","Ingénieur / Ingénieure systèmes et réseaux des territoires connectés"
"61","Telecommunications","488785","M1830","Administrateur / Administratrice réseaux - télécoms"
"61","Telecommunications","488890","M1835","Architecte systèmes et réseaux des territoires connectés"
"61","Telecommunications","488917","M1840","Directeur / Directrice de projets des territoires connectés"
"61","Telecommunications","489026","M1846","Ingénieur / Ingénieure Cybersécurité Datacenter"
"61","Telecommunications","489078","M1854","Administrateur / Administratrice réseau informatique"
"61","Telecommunications","489174","M1857","Urbaniste Datacenter"
"61","Telecommunications","489217","M1862","Responsable d'exploitation fibre optique"
"62","Programmation, conseil et autres activites informatiques","109","D1408","Téléconseiller / Téléconseillère"
"62","Programmation, conseil et autres activites informatiques","488879","D1416","Commercial / Commerciale auprès d'une clientèle d'entreprises"
"62","Programmation, conseil et autres activites informatiques","119","E1101","Animateur / Animatrice de communauté virtuelle"
"62","Programmation, conseil et autres activites informatiques","122","E1104","Concepteur / Conceptrice de contenus multimedia"
"62","Programmation, conseil et autres activites informatiques","131","E1205","Graphiste"
"62","Programmation, conseil et autres activites informatiques","404036","E1206","UX - UI Designer"
"62","Programmation, conseil et autres activites informatiques","488782","E1207","Motion designer"
"62","Programmation, conseil et autres activites informatiques","134","E1303","Responsable d'atelier d'impression"
"62","Programmation, conseil et autres activites informatiques","141","E1402","Média Planneur / Planneuse"
"62","Programmation, conseil et autres activites informatiques","210","H1101","Ingénieur / Ingénieure support technique"
"62","Programmation, conseil et autres activites informatiques","488627","H1106","Responsable support technique clients"
"62","Programmation, conseil et autres activites informatiques","489015","H1107","Directeur / Directrice assistance technique"
"62","Programmation, conseil et autres activites informatiques","215","H1204","Designer industriel / Designeuse industrielle"
"62","Programmation, conseil et autres activites informatiques","217","H1206","Ingénieur / Ingénieure R&D en industrie"
"62","Programmation, conseil et autres activites informatiques","219","H1208","Automaticien / Automaticienne en bureau d'études"
"62","Programmation, conseil et autres activites informatiques","488271","H1212","Ingénieur / Ingénieure brevet en industrie"
"62","Programmation, conseil et autres activites informatiques","488316","H1218","Responsable de projet recherche et développement"
"62","Programmation, conseil et autres activites informatiques","489085","I1106","Responsable de maintenance réseaux des territoires connectés"
"62","Programmation, conseil et autres activites informatiques","489206","I1320","Technicien / Technicienne de maintenance d'équipements connectés"
"62","Programmation, conseil et autres activites informatiques","320","I1401","Technicien / Technicienne de maintenance en informatique"
"62","Programmation, conseil et autres activites informatiques","488349","I1403","Technicien / Technicienne Datacenter"
"62","Programmation, conseil et autres activites informatiques","489033","I1404","Conseiller / Conseillère support technique informatique"
"62","Programmation, conseil et autres activites informatiques","489195","I1405","Administrateur / Administratrice bureautique"
"62","Programmation, conseil et autres activites informatiques","488864","K2408","Mathématicien / Mathématicienne"
"62","Programmation, conseil et autres activites informatiques","453","L1507","Monteur / Monteuse vidéo"
"62","Programmation, conseil et autres activites informatiques","458","M1201","Analyste Financier / Financière"
"62","Programmation, conseil et autres activites informatiques","404047","M1405","Data scientist"
"62","Programmation, conseil et autres activites informatiques","484","M1702","Planneur / Planneuse stratégique"
"62","Programmation, conseil et autres activites informatiques","485","M1703","Chef / Cheffe de produit"
"62","Programmation, conseil et autres activites informatiques","490","M1801","Administrateur / Administratrice de systèmes d'information (SI)"
"62","Programmation, conseil et autres activites informatiques","491","M1802","Expert / Experte systèmes et réseaux informatiques"
"62","Programmation, conseil et autres activites informatiques","492","M1803","Directeur / Directrice des services informatiques -DSI-"
"62","Programmation, conseil et autres activites informatiques","494","M1805","Développeur / Développeuse informatique"
"62","Programmation, conseil et autres activites informatiques","495","M1806","Product Owner"
"62","Programmation, conseil et autres activites informatiques","499","M1810","Technicien / Technicienne informatique"
"62","Programmation, conseil et autres activites informatiques","404048","M1811","Data engineer"
"62","Programmation, conseil et autres activites informatiques","404049","M1812","Responsable de la Sécurité des Systèmes d'Information (RSSI)"
"62","Programmation, conseil et autres activites informatiques","404050","M1813","Intégrateur / Intégratrice logiciels métiers"
"62","Programmation, conseil et autres activites informatiques","488329","M1814","Scrum Master"
"62","Programmation, conseil et autres activites informatiques","488576","M1815","Spécialiste test et validation logiciel ou application"
"62","Programmation, conseil et autres activites informatiques","488603","M1816","Technicien / Technicienne réseaux informatiques et télécoms"
"62","Programmation, conseil et autres activites informatiques","488636","M1817","Administrateur / Administratrice sécurité informatique"
"62","Programmation, conseil et autres activites informatiques","488641","M1818","Ingénieur / Ingénieure d'étude informatique"
"62","Programmation, conseil et autres activites informatiques","488707","M1819","Ingénieur / Ingénieure sécurité informatique"
"62","Programmation, conseil et autres activites informatiques","488713","M1820","Expert / Experte méthodes et qualité informatique"
"62","Programmation, conseil et autres activites informatiques","488716","M1821","Analyste d'application informatique"
"62","Programmation, conseil et autres activites informatiques","488717","M1822","Ingénieur / Ingénieure systèmes et réseaux informatiques"
"62","Programmation, conseil et autres activites informatiques","488748","M1824","Développeur / Développeuse décisionnel - Business Intelligence"
"62","Programmation, conseil et autres activites informatiques","488753","M1826","Ingénieur / Ingénieure supervision IT Datacenter"
"62","Programmation, conseil et autres activites informatiques","488754","M1827","Ingénieur / Ingénieure DevOps"
"62","Programmation, conseil et autres activites informatiques","488768","M1828","Chef de projet / Cheffe de projet (Project Management Officer)"
"62","Programmation, conseil et autres activites informatiques","488772","M1829","Ingénieur / Ingénieure systèmes et réseaux des territoires connectés"
"62","Programmation, conseil et autres activites informatiques","488785","M1830","Administrateur / Administratrice réseaux - télécoms"
"62","Programmation, conseil et autres activites informatiques","488786","M1831","Développeur / Développeuse - jeux vidéo"
"62","Programmation, conseil et autres activites informatiques","488865","M1832","Homologateur / Homologatrice fonctionnel de logiciel"
"62","Programmation, conseil et autres activites informatiques","488877","M1833","Ingénieur / Ingénieure sécurité web"
"62","Programmation, conseil et autres activites informatiques","488888","M1834","Administrateur / Administratrice de site Web"
"62","Programmation, conseil et autres activites informatiques","488890","M1835","Architecte systèmes et réseaux des territoires connectés"
"62","Programmation, conseil et autres activites informatiques","488894","M1836","Ingénieur concepteur / Ingénieure conceptrice informatique"
"62","Programmation, conseil et autres activites informatiques","488904","M1837","Développeur / Développeuse multimédia"
"62","Programmation, conseil et autres activites informatiques","488905","M1838","Urbaniste des systèmes d'information"
"62","Programmation, conseil et autres activites informatiques","488909","M1839","Architecte systèmes et réseaux"
"62","Programmation, conseil et autres activites informatiques","488917","M1840","Directeur / Directrice de projets des territoires connectés"
"62","Programmation, conseil et autres activites informatiques","488922","M1841","Ingénieur informaticien / Ingénieure informaticienne"
"62","Programmation, conseil et autres activites informatiques","488933","M1842","Qualiticien / Qualiticienne logiciel en informatique"
"62","Programmation, conseil et autres activites informatiques","489009","M1843","Administrateur / Administratrice de serveurs"
"62","Programmation, conseil et autres activites informatiques","489017","M1844","Analyste en cybersécurité"
"62","Programmation, conseil et autres activites informatiques","489023","M1845","Architecte IoT - Internet des Objets"
"62","Programmation, conseil et autres activites informatiques","489026","M1846","Ingénieur / Ingénieure Cybersécurité Datacenter"
"62","Programmation, conseil et autres activites informatiques","489035","M1847","Expert / Experte en communication et réseaux"
"62","Programmation, conseil et autres activites informatiques","489055","M1848","Analyste Concepteur / Conceptrice informatique"
"62","Programmation, conseil et autres activites informatiques","489061","M1849","Administrateur / Administratrice de messagerie"
"62","Programmation, conseil et autres activites informatiques","489066","M1850","Architecte multimédias interactifs"
"62","Programmation, conseil et autres activites informatiques","489072","M1852","Analyste d'étude informatique"
"62","Programmation, conseil et autres activites informatiques","489073","M1853","Chef / Cheffe de projet étude et développement informatique"
"62","Programmation, conseil et autres activites informatiques","489078","M1854","Administrateur / Administratrice réseau informatique"
"62","Programmation, conseil et autres activites informatiques","489081","M1855","Développeur / Développeuse web"
"62","Programmation, conseil et autres activites informatiques","489082","M1856","Expert / Experte en cybersécurité"
"62","Programmation, conseil et autres activites informatiques","489174","M1857","Urbaniste Datacenter"
"62","Programmation, conseil et autres activites informatiques","489179","M1858","Chef / Cheffe de projet TMA - Tierce Maintenance Applicative"
"62","Programmation, conseil et autres activites informatiques","489188","M1859","Chef / Cheffe de projet maîtrise d'½uvre informatique"
"62","Programmation, conseil et autres activites informatiques","489199","M1860","Architecte cloud"
"62","Programmation, conseil et autres activites informatiques","489209","M1861","Développeur / Développeuse logiciel ou d'application"
"62","Programmation, conseil et autres activites informatiques","489217","M1862","Responsable d'exploitation fibre optique"
"62","Programmation, conseil et autres activites informatiques","489218","M1863","Evaluateur / Evaluatrice sécurité des systèmes et produits informatiques"
"63","Services d'information","119","E1101","Animateur / Animatrice de communauté virtuelle"
"63","Services d'information","123","E1105","Éditeur / Éditrice"
"63","Services d'information","124","E1106","Journaliste"
"63","Services d'information","403088","E1109","Directeur / Directrice de la communication"
"63","Services d'information","141","E1402","Média Planneur / Planneuse"
"63","Services d'information","488349","I1403","Technicien / Technicienne Datacenter"
"63","Services d'information","404047","M1405","Data scientist"
"63","Services d'information","488873","M1716","Responsable marketing digital"
"63","Services d'information","490","M1801","Administrateur / Administratrice de systèmes d'information (SI)"
"63","Services d'information","404048","M1811","Data engineer"
"63","Services d'information","488329","M1814","Scrum Master"
"63","Services d'information","488576","M1815","Spécialiste test et validation logiciel ou application"
"63","Services d'information","488641","M1818","Ingénieur / Ingénieure d'étude informatique"
"63","Services d'information","488716","M1821","Analyste d'application informatique"
"63","Services d'information","488748","M1824","Développeur / Développeuse décisionnel - Business Intelligence"
"63","Services d'information","488750","M1825","Coordinateur / Coordinatrice de production web"
"63","Services d'information","488754","M1827","Ingénieur / Ingénieure DevOps"
"63","Services d'information","488786","M1831","Développeur / Développeuse - jeux vidéo"
"63","Services d'information","488865","M1832","Homologateur / Homologatrice fonctionnel de logiciel"
"63","Services d'information","488894","M1836","Ingénieur concepteur / Ingénieure conceptrice informatique"
"63","Services d'information","489017","M1844","Analyste en cybersécurité"
"63","Services d'information","489067","M1851","Analyste décisionnel - Business Intelligence"
"63","Services d'information","489072","M1852","Analyste d'étude informatique"
"63","Services d'information","488604","N4110","Releveur / Releveuse de compteurs"
"64","Activites des services financiers, hors assurance et caisses de retraite","65","C1201","Chargé / Chargée d'accueil en banque"
"64","Activites des services financiers, hors assurance et caisses de retraite","66","C1202","Analyste de crédits et risques bancaires"
"64","Activites des services financiers, hors assurance et caisses de retraite","67","C1203","Chargé / Chargée d'affaires bancaires entreprise"
"64","Activites des services financiers, hors assurance et caisses de retraite","68","C1204","Gestionnaire de produits bancaires"
"64","Activites des services financiers, hors assurance et caisses de retraite","69","C1205","Conseiller / Conseillère en gestion de patrimoine"
"64","Activites des services financiers, hors assurance et caisses de retraite","70","C1206","Conseiller / Conseillère de clientèle bancaire"
"64","Activites des services financiers, hors assurance et caisses de retraite","71","C1207","Directeur / Directrice d'agence bancaire"
"64","Activites des services financiers, hors assurance et caisses de retraite","403084","C1208","Courtier / Courtière en banque"
"64","Activites des services financiers, hors assurance et caisses de retraite","72","C1301","Trader"
"64","Activites des services financiers, hors assurance et caisses de retraite","73","C1302","Gestionnaire des opérations sur les marchés financiers"
"64","Activites des services financiers, hors assurance et caisses de retraite","74","C1303","Gérant / Gérante de portefeuille financier"
"64","Activites des services financiers, hors assurance et caisses de retraite","75","C1401","Agent administratif / Agente administrative banque ou assurance"
"64","Activites des services financiers, hors assurance et caisses de retraite","488930","I1105","Responsable de maintenance et d'exploitation"
"64","Activites des services financiers, hors assurance et caisses de retraite","489169","K1908","Responsable de service contentieux et recouvrement"
"64","Activites des services financiers, hors assurance et caisses de retraite","458","M1201","Analyste Financier / Financière"
"65","Assurance","55","C1101","Chargé / Chargée de produit en assurances"
"65","Assurance","56","C1102","Conseiller / Conseillère en assurances"
"65","Assurance","57","C1103","Courtier / Courtière en assurance"
"65","Assurance","58","C1104","Responsable d'agence en assurances"
"65","Assurance","59","C1105","Actuaire"
"65","Assurance","61","C1107","Chargé / Chargée d'indemnisations en assurances"
"65","Assurance","62","C1108","Responsable de département en assurances"
"65","Assurance","63","C1109","Gestionnaire en assurances"
"65","Assurance","64","C1110","Souscripteur / Souscriptrice en assurances"
"65","Assurance","404510","C1111","Mandataire en assurance"
"65","Assurance","404511","C1112","Agent général / Agente générale d'assurance"
"65","Assurance","489048","C1113","Expert / Experte en assurances dommages automobile"
"65","Assurance","109","D1408","Téléconseiller / Téléconseillère"
"65","Assurance","340","J1303","Assistant médical / Assistante médicale"
"65","Assurance","488721","M1823","Consultant / Consultante avant-vente"
"66","Activites auxiliaires de services financiers et d'assurance","55","C1101","Chargé / Chargée de produit en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","56","C1102","Conseiller / Conseillère en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","57","C1103","Courtier / Courtière en assurance"
"66","Activites auxiliaires de services financiers et d'assurance","58","C1104","Responsable d'agence en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","59","C1105","Actuaire"
"66","Activites auxiliaires de services financiers et d'assurance","60","C1106","Expert / Experte risques en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","61","C1107","Chargé / Chargée d'indemnisations en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","62","C1108","Responsable de département en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","63","C1109","Gestionnaire en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","64","C1110","Souscripteur / Souscriptrice en assurances"
"66","Activites auxiliaires de services financiers et d'assurance","404510","C1111","Mandataire en assurance"
"66","Activites auxiliaires de services financiers et d'assurance","404511","C1112","Agent général / Agente générale d'assurance"
"66","Activites auxiliaires de services financiers et d'assurance","65","C1201","Chargé / Chargée d'accueil en banque"
"66","Activites auxiliaires de services financiers et d'assurance","69","C1205","Conseiller / Conseillère en gestion de patrimoine"
"66","Activites auxiliaires de services financiers et d'assurance","70","C1206","Conseiller / Conseillère de clientèle bancaire"
"66","Activites auxiliaires de services financiers et d'assurance","71","C1207","Directeur / Directrice d'agence bancaire"
"66","Activites auxiliaires de services financiers et d'assurance","403084","C1208","Courtier / Courtière en banque"
"66","Activites auxiliaires de services financiers et d'assurance","72","C1301","Trader"
"66","Activites auxiliaires de services financiers et d'assurance","73","C1302","Gestionnaire des opérations sur les marchés financiers"
"66","Activites auxiliaires de services financiers et d'assurance","74","C1303","Gérant / Gérante de portefeuille financier"
"66","Activites auxiliaires de services financiers et d'assurance","75","C1401","Agent administratif / Agente administrative banque ou assurance"
"66","Activites auxiliaires de services financiers et d'assurance","109","D1408","Téléconseiller / Téléconseillère"
"68","Activites immobilieres","76","C1501","Gestionnaire de copropriété"
"68","Activites immobilieres","77","C1502","Chargé / Chargée de gestion locative en immobilier"
"68","Activites immobilieres","78","C1503","Chargé / Chargée d'affaires immobilières"
"68","Activites immobilieres","79","C1504","Conseiller / Conseillère immobilier"
"68","Activites immobilieres","403085","C1505","Responsable d'agence immobilière"
"68","Activites immobilieres","489040","C1506","Responsable de projet immobilier"
"68","Activites immobilieres","144","F1103","Diagnostiqueur / Diagnostiqueuse immobilier"
"68","Activites immobilieres","488930","I1105","Responsable de maintenance et d'exploitation"
"68","Activites immobilieres","309","I1203","Agent / Agente d'entretien du bâtiment"
"68","Activites immobilieres","428","K2501","Gardien / Gardienne"
"69","Activites juridiques et comptables","69","C1205","Conseiller / Conseillère en gestion de patrimoine"
"69","Activites juridiques et comptables","488284","H1509","Responsable des affaires règlementaires"
"69","Activites juridiques et comptables","488352","H1519","Responsable éthique-déontologie-conformité"
"69","Activites juridiques et comptables","365","K1102","Mandataire judiciaire à la protection des majeurs"
"69","Activites juridiques et comptables","400","K1901","Notaire"
"69","Activites juridiques et comptables","401","K1902","Clerc de notaire"
"69","Activites juridiques et comptables","402","K1903","Juriste"
"69","Activites juridiques et comptables","403","K1904","Juge"
"69","Activites juridiques et comptables","488574","K1905","Huissier / Huissière de justice"
"69","Activites juridiques et comptables","488602","K1906","Délégué / Déléguée à la protection des données - Data Protection Officer"
"69","Activites juridiques et comptables","488737","K1907","Commissaire-priseur / Commissaire-priseure"
"69","Activites juridiques et comptables","489169","K1908","Responsable de service contentieux et recouvrement"
"69","Activites juridiques et comptables","458","M1201","Analyste Financier / Financière"
"69","Activites juridiques et comptables","459","M1202","Expert-comptable / Experte-comptable"
"69","Activites juridiques et comptables","460","M1203","Comptable"
"69","Activites juridiques et comptables","461","M1204","Contrôleur / Contrôleuse de gestion"
"69","Activites juridiques et comptables","462","M1205","Directeur administratif et financier / Directrice administrative et financière -DAF-"
"69","Activites juridiques et comptables","463","M1206","Chef comptable"
"69","Activites juridiques et comptables","464","M1207","Trésorier / Trésorière"
"69","Activites juridiques et comptables","488629","M1208","Responsable contrôle de gestion"
"69","Activites juridiques et comptables","488910","M1209","Conseiller / Conseillère en gestion"
"69","Activites juridiques et comptables","489196","M1210","Commissaire aux comptes"
"69","Activites juridiques et comptables","488773","M1507","Gestionnaire paie"
"69","Activites juridiques et comptables","481","M1608","Secrétaire comptable"
"69","Activites juridiques et comptables","488746","M1611","Secrétaire Facturier / Facturière"
"69","Activites juridiques et comptables","488787","M1612","Assistant / Assistante de service juridique"
"7","Extraction de minerais metalliques","157","F1402","Extracteur / Extractrice de roches"
"7","Extraction de minerais metalliques","280","H2903","Tourneur-fraiseur / Tourneuse-fraiseuse"
"70","Activites des sieges sociaux, conseil de gestion","106","D1405","Conseiller / Conseillère en information médicale"
"70","Activites des sieges sociaux, conseil de gestion","488326","D1414","Responsable de zone internationale"
"70","Activites des sieges sociaux, conseil de gestion","115","D1506","Marchandiseur / Marchandiseuse"
"70","Activites des sieges sociaux, conseil de gestion","403088","E1109","Directeur / Directrice de la communication"
"70","Activites des sieges sociaux, conseil de gestion","488749","E1110","Community manager"
"70","Activites des sieges sociaux, conseil de gestion","488921","E1112","Chargé / Chargée de communication"
"70","Activites des sieges sociaux, conseil de gestion","404542","H1507","Chargé / Chargée des affaires réglementaires"
"70","Activites des sieges sociaux, conseil de gestion","457","M1102","Responsable des achats"
"70","Activites des sieges sociaux, conseil de gestion","461","M1204","Contrôleur / Contrôleuse de gestion"
"70","Activites des sieges sociaux, conseil de gestion","488629","M1208","Responsable contrôle de gestion"
"70","Activites des sieges sociaux, conseil de gestion","488910","M1209","Conseiller / Conseillère en gestion"
"70","Activites des sieges sociaux, conseil de gestion","466","M1302","Responsable de Petite ou Moyenne Entreprise -PME-"
"70","Activites des sieges sociaux, conseil de gestion","468","M1402","Consultant / Consultante en organisation et management"
"70","Activites des sieges sociaux, conseil de gestion","488287","M1406","Responsable RSE - Responsabilité Sociétale de l'Entreprise"
"70","Activites des sieges sociaux, conseil de gestion","488639","M1409","Ingénieur / Ingénieure économiste en entreprise"
"70","Activites des sieges sociaux, conseil de gestion","488729","M1410","Responsable Green IT"
"70","Activites des sieges sociaux, conseil de gestion","488936","M1413","Chargé / Chargée de mission RSE - Responsabilité Sociétale de l'Entreprise"
"70","Activites des sieges sociaux, conseil de gestion","471","M1501","Assistant / Assistante ressources humaines"
"70","Activites des sieges sociaux, conseil de gestion","472","M1502","Chargé / Chargée de recrutement"
"70","Activites des sieges sociaux, conseil de gestion","473","M1503","Directeur / Directrice des Ressources Humaines -DRH-"
"70","Activites des sieges sociaux, conseil de gestion","488324","M1505","Chargé / Chargée de formation en entreprise"
"70","Activites des sieges sociaux, conseil de gestion","488773","M1507","Gestionnaire paie"
"70","Activites des sieges sociaux, conseil de gestion","477","M1604","Assistant / Assistante de direction"
"70","Activites des sieges sociaux, conseil de gestion","488746","M1611","Secrétaire Facturier / Facturière"
"70","Activites des sieges sociaux, conseil de gestion","483","M1701","Responsable de l'administration des ventes"
"70","Activites des sieges sociaux, conseil de gestion","487","M1705","Responsable marketing"
"70","Activites des sieges sociaux, conseil de gestion","489","M1707","Responsable Commercial / Commerciale"
"70","Activites des sieges sociaux, conseil de gestion","488310","M1711","Directeur / Directrice du marketing"
"70","Activites des sieges sociaux, conseil de gestion","488738","M1715","Directeur commercial / Directrice commerciale"
"70","Activites des sieges sociaux, conseil de gestion","488873","M1716","Responsable marketing digital"
"70","Activites des sieges sociaux, conseil de gestion","489020","N1305","Ingénieur / Ingénieure logistique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488634","A1206","Concepteur / Conceptrice paysagiste"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","14","A1303","Ingénieur / Ingénieure agronome"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","78","C1503","Chargé / Chargée d'affaires immobilières"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","142","F1101","Architecte"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","143","F1102","Architecte d'intérieur"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","144","F1103","Diagnostiqueur / Diagnostiqueuse immobilier"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","145","F1104","Dessinateur / Dessinatrice du BTP"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","146","F1105","Géologue"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","147","F1106","Ingénieur / Ingénieure d'études BTP"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","148","F1107","Géomètre-topographe"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","149","F1108","Métreur / Métreuse de la construction"
