"code_ogr","libelle","code_rubrique"
"486691","Analyser les performances financières de l'hôtel et optimiser les coûts","1"
"486692","Concevoir des plans de scène détaillés","1"
"486693","Superviser la construction de décors","1"
"486694","Assurer la sécurité des décors sur scène","1"
"486695","Maintenir les décors en bon état tout au long des représentations","1"
"486697","Respecter les délais de production des décors","1"
"486698","Collaborer avec les équipes lumière et son","1"
"486699","Assurer la conformité des décors avec les normes de sécurité","1"
"486700","Évaluer l'impact visuel des décors sur le public","1"
"486701","Documenter les procédures de montage et démontage des décors","1"
"486702","Proposer des solutions créatives pour les défis scénographiques","1"
"486704","Utiliser des logiciels de conception 3D pour les décors","1"
"486706","Veiller à la durabilité et au recyclage des matériaux utilisés","1"
"486707","Établir des rapports de suivi après chaque spectacle","1"
"486708","Accompagner la patiente durant le travail de l'accouchement","1"
"486709","Évaluer le bien-être foetal pendant le travail","1"
"486710","Gérer les urgences obstétricales en attendant l'arrivée du médecin","1"
"486711","Promouvoir les pratiques de santé reproductive auprès des patients","1"
"486712","Organiser des ateliers de santé maternelle et infantile","1"
"486713","Encourager la patiente à exprimer ses attentes et ses inquiétudes","1"
"486714","Analyser l'impact des activités humaines sur les écosystèmes","1"
"486715","Évaluer les risques d'érosion et proposer des solutions adaptées","1"
"486716","Installer des systèmes de drainage","1"
"486721","Surveiller les conditions météorologiques pour planifier les travaux","1"
"486727","Promouvoir l'utilisation de matériaux recyclés ou écologiques","1"
"486728","Contrôler l'accès à bord du train","1"
"486729","Surveiller le flux et l'avancée de produits sur une ligne de production","1"
"486730","Contrôler la conformité des matières et des couleurs en cours de production","1"
"486731","Ajuster les paramètres des machines en fonction des matériaux","1"
"486732","Assurer la formation des nouveaux opérateurs sur les machines","1"
"486734","Communiquer avec l'équipe de maintenance pour les réparations nécessaires","1"
"486736","Respecter les procédures environnementales pour minimiser les déchets","1"
"486740","Rédiger des rapports de performance","1"
"486747","Superviser les opérations d'affrètement","1"
"486748","Gérer les urgences et les imprévus dans le transport","1"
"486750","Évaluer la performance des services de transport","1"
"486752","Assurer la maintenance préventive des équipements agricoles","1"
"486753","Conseiller les agriculteurs sur l'entretien des machines","1"
"486755","Optimiser les procédures de réparation des équipements agricoles","1"
"486756","Former les utilisateurs à l'opération sécuritaire des machines","1"
"486757","Inspecter régulièrement les machines agricoles pour assurer leur fonctionnalité","1"
"486758","Évaluer les coûts de réparation et préparer des devis détaillés","1"
"486767","Utiliser des équipements de pulvérisation de peinture","1"
"486769","Contrôler la qualité de la peinture appliquée","1"
"486770","Collaborer avec d'autres techniciens pour optimiser les processus de travail","1"
"486771","Communiquer efficacement avec l'équipe pour assurer la cohérence du travail","1"
"486774","Superviser une équipe de bouchers","1"
"486775","Assurer le respect des normes sanitaires","1"
"486776","Gérer les commandes et l'inventaire de viandes","1"
"486777","Conseiller les clients sur les choix de viandes","1"
"486779","Former les nouveaux employés aux techniques de boucherie","1"
"486782","Développer des promotions pour augmenter les ventes","1"
"486783","Collaborer avec les fournisseurs pour assurer la qualité des produits","1"
"486784","Respecter les délais de conservation des produits","1"
"486787","Optimiser les processus de maintenance logicielle","1"
"486789","Coordonner les mises à jour logicielles","1"
"486790","Optimiser l'utilisation des ressources informatiques","1"
"486791","Implémenter des solutions de sécurité informatique","1"
"486792","Analyser les besoins en sécurité pour des opérations","1"
"486794","Gérer les communications en situation de crise","1"
"486797","Assurer la liaison avec d'autres unités ou services","1"
"486798","Contrôler l'application des directives opérationnelles","1"
"486799","Analyser les retours d'expérience après missions","1"
"486800","Analyser la qualité du papier ou du cuir pour la reliure","1"
"486801","Choisir les matériaux adaptés pour la reliure d'art","1"
"486802","Concevoir des motifs décoratifs pour couvertures","1"
"486803","Appliquer des techniques de conservation des livres","1"
"486804","Restaurer des livres anciens en respectant leur intégrité","1"
"486805","Gérer l'inventaire des matériaux de reliure","1"
"486806","Communiquer avec les clients sur les spécifications de reliure","1"
"486807","Planifier la production de reliures personnalisées","1"
"486808","Maintenir les équipements de reliure en bon état","1"
"486809","Assurer la formation continue sur les nouvelles techniques de reliure","1"
"486811","Communiquer efficacement avec les passagers","1"
"486812","Utiliser des applications de navigation pour optimiser les trajets","1"
"486813","Surveiller et réguler la climatisation à bord","1"
"486814","Assurer la propreté intérieure du véhicule","1"
"486815","Gérer les paiements électroniques","1"
"486816","Effectuer des vérifications de sécurité avant le départ","1"
"486818","Assurer la confidentialité des échanges","1"
"486821","Proposer des actions pour améliorer la sécurité au travail","1"
"486823","Organiser des formations sur les normes de sécurité et d'hygiène","1"
"486824","Mettre en place des indicateurs de suivi des incidents","1"
"486825","Gérer les équipements de protection individuelle","1"
"486826","Former le personnel aux premiers secours","1"
"486829","Organiser des réunions de coordination avec les clients et les équipes","1"
"486831","Analyser des données de radioprotection","1"
"486832","Contrôler des zones à risque radiologique","1"
"486834","Surveiller l'exposition aux radiations","1"
"486835","Mettre en place des protocoles de sécurité","1"
"486836","Documenter les procédures de radioprotection","1"
"486837","Planifier des interventions en zones sensibles","1"
"486840","Gérer les situations d'urgence radiologique","1"
"486841","Assurer la traçabilité des sources radioactives","1"
"486842","Élaborer des stratégies de réduction des expositions","1"
"486846","Analyser les données de santé","1"
"486847","Contrôler la qualité des données enregistrées","1"
"486848","Maintenir une communication régulière avec les clients","1"
"486849","Organiser des réunions internes","1"
"486850","Gérer les agendas électroniques","1"
"486851","Répondre aux demandes d'information","1"
"486852","Assurer la liaison entre les départements","1"
"486853","Contrôler la conformité des documents financiers","1"
"486854","Superviser la mise à jour des dossiers","1"
"486855","Coordonner les tâches administratives","1"
"486856","Vérifier les factures et les paiements","1"
"486859","Assurer la gestion des courriers entrants et sortants","1"
"486860","Organiser l'archivage des documents","1"
"486861","Planifier les audits internes","1"
"486862","Optimiser les coûts de fonctionnement","1"
"486864","Construire des rapports d'incident détaillés","1"
"486865","Évaluer les menaces et adapter les réponses","1"
"486867","Assurer une veille continue sur les développements de sécurité","1"
"486868","Adapter les tactiques de sécurité aux différents contextes","1"
"486876","Respecter les normes environnementales dans l'utilisation de produits","1"
"486878","Développer ses compétences en techniques de préparation automobile","1"
"486879","Construire son projet professionnel dans le secteur automobile","1"
"486880","Analyser les besoins fonctionnels des utilisateurs","1"
"486881","Utiliser des outils manuels pour l'agencement","1"
"486882","Respecter les normes de sécurité en construction","1"
"486884","Traiter les informations de commande et de livraison","1"
"486885","Assurer la sécurité des passagers durant le transport","1"
"486887","Utiliser des systèmes de billetterie électronique et gérer les transactions","1"
"486889","Collaborer avec d'autres membres de l'équipe pour améliorer la qualité du service","1"
"486890","Respecter les normes et réglementations du transport en commun","1"
"486891","Communiquer efficacement avec le centre de contrôle en cas d'urgence","1"
"486892","Développer ses compétences en gestion de crise et en communication","1"
"486893","Optimiser les itinéraires pour réduire les coûts et améliorer l'efficacité","1"
"486895","Assurer la conformité avec les lois sur le transport de personnes","1"
"486899","Surveiller les tendances du marché pour ajuster les messages","1"
"486900","Traiter les feedbacks pour améliorer la communication","1"
"486902","Optimiser la couverture réseau et la capacité des systèmes","1"
"486913","Collaborer avec les fournisseurs pour améliorer la qualité","1"
"486916","Gérer le matériel nécessaire aux activités","1"
"486917","Évaluer la satisfaction des participants après chaque session","1"
"486918","Appliquer les mesures de sécurité et les normes environnementales","1"
"486919","Documenter les procédures de soudage pour les références futures","1"
"486920","Former les nouveaux employés sur les techniques de soudage MIG MAG","1"
"486923","Résoudre les problèmes opérationnels courants","1"
"486924","Surveiller les stocks et passer des commandes","1"
"486925","Promouvoir l'établissement sur les réseaux sociaux","1"
"486926","Mettre en place des procédures de sécurité","1"
"486927","Optimiser les coûts opérationnels","1"
"486929","Suivre les tendances du marché de la restauration","1"
"486930","Élaborer des plans de développement personnel pour le personnel","1"
"486931","Assurer une communication efficace entre les équipes","1"
"486932","Favoriser un environnement de travail positif","1"
"486933","Surveiller et ajuster les dépenses opérationnelles","1"
"486934","Optimiser les processus financiers pour réduire les dépenses","1"
"486938","Former les utilisateurs aux outils bureautiques","1"
"486939","Respecter les normes de sécurité informatique","1"
"486940","Communiquer clairement les mises à jour système","1"
"486942","Préparer les encres et les supports nécessaires à l'impression","1"
"486943","Contrôler la conformité des impressions réalisées","1"
"486945","Optimiser les processus d'impression pour réduire les déchets","1"
"486946","Documenter les procédures d'impression pour référence future","1"
"486947","Analyser les flux financiers d'une entreprise","1"
"486948","Optimiser les processus de contrôle comptable","1"
"486949","Développer des stratégies de minimisation des risques financiers","1"
"486950","Gérer les stocks de matériel médical","1"
"486951","Collaborer avec les équipes multidisciplinaires pour le suivi des patients","1"
"486952","Respecter les protocoles de sécurité et d'hygiène en milieu hospitalier","1"
"486953","Analyser les spécifications techniques pour l'installation","1"
"486954","Choisir les outils appropriés pour l'assemblage des panneaux","1"
"486955","Définir l'orientation et le positionnement des équipements solaires pour optimiser le rendement","1"
"486957","Traiter les données de performance des équipements installés","1"
"486959","Surveiller le fonctionnement des machines de découpe","1"
"486960","Traiter les informations relatives aux commandes de production","1"
"486962","Analyser les besoins de stockage de données","1"
"486963","Optimiser les performances des systèmes cloud","1"
"486964","Assurer la maintenance préventive des solutions cloud","1"
"486965","Implémenter des solutions de récupération après sinistre","1"
"486967","Réaliser des audits de sécurité des infrastructures cloud","1"
"486968","Planifier des mises à jour systématiques des logiciels","1"
"486969","Conseiller sur les meilleures pratiques de cloud computing","1"
"486970","Former les utilisateurs aux outils cloud","1"
"486972","Tester la résilience des systèmes face aux pannes","1"
"486975","Assurer la conformité réglementaire des solutions cloud","1"
"486976","Intégrer des solutions écologiques dans les infrastructures cloud","1"
"486977","Promouvoir l'utilisation de technologies vertes dans le cloud","1"
"486978","Élaborer des stratégies de sauvegarde des données","1"
"486979","Conduire des réunions de projet cloud","1"
"486980","Assurer la liaison entre les équipes techniques et non techniques","1"
"486981","Évaluer l'impact environnemental des solutions cloud","1"
"486982","Proposer des alternatives plus durables pour le cloud","1"
"486983","Surveiller les tendances du marché du cloud","1"
"486984","Adapter les solutions cloud aux besoins spécifiques des clients","1"
"486985","Évaluer les risques de fonte des glaciers","1"
"486986","Surveiller les changements de température dans les glaciers","1"
"486987","Rédiger des rapports sur l'état des glaciers","1"
"486988","Collaborer avec des équipes internationales pour des études conjointes","1"
"486989","Argumenter sur les impacts du changement climatique sur les glaciers","1"
"486990","Construire des modèles prédictifs de comportement glaciaire","1"
"486992","Adapter la conduite selon les conditions météorologiques et routières","1"
"486993","Animer une séance photo ou vidéo en costume","1"
"486994","Interagir avec le public en restant dans le personnage","1"
"486995","Respecter les consignes de sécurité lors des animations","1"
"486997","Gérer les interactions avec les enfants et les adultes","1"
"486998","Maintenir le costume et les accessoires en bon état","1"
"486999","Adapter sa performance en fonction de l'audience","1"
"487000","Favoriser une expérience immersive pour le public","1"
"487003","Organiser son temps pour des performances multiples","1"
"487015","Gérer les horaires du personnel pour assurer une couverture complète","1"
"487016","Établir des protocoles pour les situations d'urgence","1"
"487017","Superviser les opérations quotidiennes du parc","1"
"487018","Optimiser l'expérience client dans le parc","1"
"487019","Promouvoir les événements et attractions du parc","1"
"487020","Surveiller la conformité des activités avec les réglementations","1"
"487021","Innover dans l'offre de services du parc","1"
"487022","Planifier les horaires d'ouverture et de fermeture","1"
"487023","Évaluer les performances des attractions et services","1"
"487024","Analyser les retours des visiteurs pour amélioration","1"
"487026","Négocier avec les fournisseurs de services et équipements","1"
"487027","Implémenter des solutions écologiques dans la gestion du parc","1"
"487028","Intégrer des technologies pour améliorer l'expérience visiteur","1"
"487029","Assurer la promotion du parc à travers différents canaux","1"
"487030","Coordonner les campagnes de marketing et publicité","1"
"487031","Optimiser l'utilisation des ressources du parc","1"
"487032","Élaborer des stratégies pour augmenter la fréquentation","1"
"487037","Assurer la mise à jour des logiciels de systèmes de sécurité","1"
"487039","Collaborer avec des équipes pour améliorer la sécurité des installations","1"
"487044","Contrôler la circularité et la planéité des roues après ajustement","1"
"487051","Construire son projet professionnel en se spécialisant dans le rayonnage de roues de performance","1"
"487052","Analyser la teinte de la peinture d'un véhicule","1"
"487055","Gérer les stocks de peintures et consommables","1"
"487058","Effectuer des retouches de peinture précises","1"
"487060","Documenter les procédures de peinture pour référence future","1"
"487062","Former les nouveaux employés sur les techniques de peinture","1"
"487063","Documenter les solutions techniques pour les développeurs","1"
"487065","Traiter les retours utilisateurs pour améliorer le produit","1"
"487066","Adapter la conduite selon le type d'attelage et les activités à réaliser","1"
"487069","Respecter les horaires et itinéraires prévus","1"
"487071","Respecter les règles de sécurité routière","1"
"487073","Accompagner des personnes à mobilité réduite lors de déplacements","1"
"487074","Gérer les situations d'urgence et fournir les premiers secours si nécessaire","1"
"487075","Organiser les itinéraires de transport pour optimiser les temps de trajet","1"
"487076","Contrôler l'accès des véhicules et gérer les titres de transport","1"
"487078","Surveiller le comportement des passagers pour prévenir les incidents","1"
"487079","Analyser des indices sur une scène de crime","1"
"487080","Utiliser des équipements de détection spécifiques","1"
"487081","Documenter les scènes de crime en photographie","1"
"487082","Argumenter sur la base de preuves lors de réunions","1"
"487083","Construire un réseau professionnel dans le domaine de la sécurité","1"
"487085","Analyser des données statistiques pour des projets spécifiques","1"
"487086","Développer des algorithmes pour l'analyse de données","1"
"487087","Optimiser des processus de collecte de données","1"
"487088","Utiliser des logiciels statistiques pour le traitement de données","1"
"487089","Gérer des bases de données pour des analyses statistiques","1"
"487102","Agir avec précision face à des défauts de matériaux","1"
"487105","Gérer les partenariats locaux et internationaux","1"
"487106","Assurer la conformité réglementaire des activités touristiques","1"
"487107","Concevoir des programmes de fidélisation des visiteurs","1"
"487108","Négocier avec des prestataires et fournisseurs","1"
"487109","Former le personnel aux nouvelles pratiques touristiques","1"
"487110","Assurer la sécurité des sites touristiques","1"
"487111","Analyser les retours et ajuster les offres","1"
"487112","Intégrer des technologies vertes dans les services","1"
"487113","Promouvoir la culture locale à travers le tourisme","1"
"487114","Planifier des événements respectueux de l'environnement","1"
"487116","Coordonner les équipes sur le terrain pour l'exploitation","1"
"487119","Analyser les données d'exploitation pour améliorer le service","1"
"487121","Développer des stratégies d'expansion du réseau","1"
"487122","Promouvoir les bonnes pratiques environnementales","1"
"487123","Intégrer des solutions écologiques dans les projets","1"
"487124","S'adapter aux évolutions technologiques du secteur","1"
"487125","Collaborer avec d'autres services pour l'efficacité","1"
"487128","Analyser les risques de sécurité pour les systèmes informatiques","1"
"487130","Réaliser des audits de sécurité pour identifier les vulnérabilités","1"
"487131","Tester la résilience des systèmes face aux attaques simulées","1"
"487132","Documenter les procédures de sécurité pour le personnel technique","1"
"487133","Participer à des conférences sur la sécurité pour rester informé des dernières menaces","1"
"487134","Utiliser des outils de cryptographie pour sécuriser les données","1"
"487135","Analyser les logs pour identifier les tentatives d'intrusion","1"
"487137","Superviser les équipes de sécurité lors des audits externes","1"
"487138","Analyser les données de fonctionnement d'une installation nucléaire","1"
"487139","Optimiser les processus de sécurité nucléaire","1"
"487140","Concevoir des systèmes de contrôle pour réacteurs nucléaires","1"
"487141","Évaluer les risques liés à la radiation et proposer des mesures de mitigation","1"
"487142","Développer des protocoles d'urgence pour incidents nucléaires","1"
"487143","Réaliser des simulations de scénarios d'accident nucléaire","1"
"487144","Innover dans la conception de combustibles nucléaires plus efficaces","1"
"487145","Respecter les normes internationales de sûreté nucléaire","1"
"487147","Argumenter en faveur de nouvelles technologies nucléaires lors de conférences","1"
"487148","Agir rapidement en cas de défaillance de système de refroidissement","1"
"487149","Traiter les informations de surveillance en temps réel des réacteurs","1"
"487150","Développer ses compétences en modélisation de réactions nucléaires","1"
"487152","Mener des audits de conformité environnementale pour des installations nucléaires","1"
"487153","Assurer la formation continue du personnel sur les nouvelles normes nucléaires","1"
"487154","Optimiser l'efficacité énergétique des centrales nucléaires","1"
"487155","Surveiller les émissions environnementales des sites nucléaires","1"
"487156","Contribuer à des études d'impact environnemental pour des projets nucléaires","1"
"487157","Développer des applications mobiles pour le suivi des installations nucléaires","1"
"487158","Utiliser des drones pour l'inspection de structures inaccessibles","1"
"487163","Appliquer les normes environnementales en vigueur","1"
"487168","Évaluer les performances des équipes","1"
"487170","Organiser des campagnes de sensibilisation au tri sélectif","1"
"487171","Concevoir des supports de communication pour le tri","1"
"487172","Animer des ateliers éducatifs sur l'environnement","1"
"487173","Mettre en place des partenariats avec des entreprises de recyclage","1"
"487174","Évaluer l'efficacité des programmes de tri","1"
"487175","Rédiger des rapports sur les progrès du tri dans la communauté","1"
"487176","Superviser des équipes de volontaires pour des actions de tri","1"
"487177","Développer des applications mobiles pour le suivi du tri","1"
"487178","Intégrer des solutions technologiques pour optimiser le tri","1"
"487179","Analyser des données sur les habitudes de tri des citoyens","1"
"487180","Proposer des améliorations pour les systèmes de tri existants","1"
"487184","Former les nouveaux opérateurs sur les équipements","1"
"487185","Collaborer avec les équipes pour assurer la continuité de la production","1"
"487188","Analyser les besoins en matériel pour le bobinage","1"
"487189","Configurer les machines pour le bobinage","1"
"487190","Effectuer des tests de qualité sur les bobines produites","1"
"487192","Former les nouveaux employés sur les techniques de bobinage","1"
"487195","Documenter les procédures de bobinage pour référence future","1"
"487196","Argumenter pour l'adoption de nouvelles techniques de bobinage","1"
"487197","Agir rapidement en cas de défaillance du matériel","1"
"487198","Développer ses compétences en matière de bobinage","1"
"487200","Favoriser l'épanouissement personnel de l'enfant","1"
"487205","Communiquer avec la base ou les clients en cas d'incident","1"
"487206","Signaler toute anomalie ou dommage du véhicule","1"
"487207","Gérer les pauses réglementaires pour prévenir la fatigue","1"
"487208","Suivre les procédures en cas d'accident","1"
"487209","Maintenir une bonne communication avec les autres chauffeurs","1"
"487210","Gérer les documents administratifs nécessaires","1"
"487212","Effectuer des contrôles réguliers des pneus et des freins","1"
"487213","Assurer la confidentialité des informations transportées","1"
"487215","Organiser l'itinéraire pour des funérailles","1"
"487216","Maintenir le véhicule en bon état de propreté et de fonctionnement","1"
"487217","Assurer la discrétion et le respect envers les familles endeuillées","1"
"487218","Gérer le stress et les émotions lors de cérémonies sensibles","1"
"487219","Respecter les procédures et les horaires stricts des cérémonies","1"
"487220","Assurer la sécurité des passagers et du convoi funéraire","1"
"487221","Utiliser des équipements spécifiques au transport funéraire","1"
"487223","Utiliser des applications de navigation","1"
"487224","Adapter les itinéraires en temps réel","1"
"487225","Assurer le confort des passagers durant le trajet","1"
"487227","Observer discrètement l'état des passagers","1"
"487228","Assurer une présentation soignée","1"
"487229","Respecter la confidentialité des échanges avec les clients","1"
"487230","Optimiser les parcours pour réduire la consommation de carburant","1"
"487231","Contrôler régulièrement les niveaux de fluides du véhicule","1"
"487232","Documenter les trajets et les recettes journalières","1"
"487233","Évaluer les besoins de maintenance du véhicule","1"
"487234","Analyser la qualité du lait pour la production fromagère","1"
"487235","Sélectionner les ferments et les coagulants adaptés","1"
"487236","Appliquer des techniques d'affinage spécifiques","1"
"487237","Gérer le stock de fromages affinés","1"
"487238","Conseiller les clients sur le choix des fromages","1"
"487239","Développer de nouvelles recettes de fromages","1"
"487240","Promouvoir les produits fromagers lors d'événements","1"
"487242","Évaluer les coûts de production et définir les prix de vente","1"
"487243","Collaborer avec des producteurs locaux de lait","1"
"487244","Créer des emballages innovants et écologiques pour les fromages","1"
"487245","Établir des partenariats avec des distributeurs","1"
"487248","Assurer la traçabilité des fromages produits","1"
"487250","Assurer une veille technologique et suivre les évolutions du domaine fromager","1"
"489282","Respecter les normes qualité","1"
"489283","Respecter des règles de sécurité","1"
"489284","Assurer la qualité des relations avec les clients","1"
"489285","Veiller à la satisfaction du client","1"
"489286","Traiter les demandes et réclamations des clients selon la procédure établie et en proposant des solutions adaptées","1"
"489287","Réaliser le recettage de précablage d'une installation informatique","1"
"489288","Identifier les problématiques RSE, les enjeux et les risques pour l'entreprise","1"
"489289","Réaliser un benchmark des initiatives existantes en matière de responsabilité sociétale et environnementale","1"
"489290","Réaliser un audit des pratiques internes en matière de responsabilité sociétale et environnementale","1"
"489291","Encourager les écogestes et la réduction de l'empreinte environnementale","1"
"489293","Participer à la mise en place de projets RH facilitant l'inclusion, l'égalité et la qualité de vie au travail au sein de la structure","1"
"489298","Gérer la climatisation des serveurs","1"
"489299","Décharger les engins du porte-engins pour les transférer sur le chantier en respectant les consignes de sécurité","1"
"489300","Choisir et équiper l'engin de l'outil adapté en fonction du contexte et de la nature des travaux à réaliser","1"
"489301","Replier et nettoyer le chantier à la fin des travaux (engins, restes de matériaux, déchets, cabanes de chantier) en respectant les procédures environnementales liées au chantier","1"
"489302","Déployer des réseaux informatiques","1"
"489303","Préparer les chais, nettoyer et désinfecter les cuves","1"
"489304","Réceptionner les raisins et les transporter dans les cuves","1"
"489305","Identifier les risques de pannes, d'incidents ou d'accidents","1"
"489306","Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel","1"
"489307","Installer ou configurer un serveur réseau","1"
"489308","Mettre le réseau informatique en service et contrôler l'installation","1"
"489310","Poser et entretenir le mobilier extérieur ou la signalétique","1"
"489311","Fabriquer et installer des aménagements extérieurs (bancs, tables, passerelles, observatoires)","1"
"489314","Planifier les projets d'entretien d'espaces naturels selon les priorités","1"
"489315","Gérer le stock de matériel nécessaire à l'activité de l'équipe et passer commande auprès des fournisseurs","1"
"489318","Déterminer des solutions et préconisations techniques","1"
"489319","Étudier la faisabilité d'un projet","1"
"489328","Respecter la politique de sécurité de l'information","1"
"489329","Identifier les besoins en logiciel","1"
"489331","Concevoir des procédures de maintenance","1"
"489332","Concevoir et faire évoluer des prestations, des procédures techniques et opérationnelles d'intervention","1"
"489333","Analyser les performances d'un système d'information","1"
"489334","Améliorer un système d'information","1"
"489336","Exploiter une veille technologique (matériaux, nouvelles normes, contraintes réglementaires)","1"
"489338","Utiliser des logiciels de conception","1"
"489339","Garantir le bon fonctionnement, la disponibilité et la performance des équipements connectés placés sous sa responsabilité","1"
"489340","Participer à la prévention et au traitement des incidents et dysfonctionnements","1"
"489344","Tracer les cloisons pour visualiser le travail à réaliser en contrôlant l'état des surfaces","1"
"489345","Ajuster et fixer les plaques de plâtre sur les structures métalliques ou en bois","1"
"489348","Élaborer des architectures réseau et systèmes complexes","1"
"489349","Planifier l'intégration de nouvelles technologies et solutions","1"
"489350","Définir les standards et les protocoles de communication","1"
"489351","Développer des stratégies à long terme pour l'évolution des infrastructures numériques","1"
"489352","Superviser les projets de déploiement de réseaux et systèmes","1"
"489353","Proposer des innovations pour améliorer les infrastructures existantes","1"
"489354","Participer à des conférences et des groupes de travail spécialisés","1"
"489355","Gérer des documents relatifs au transport animalier","1"
"489356","Gérer le stock de matériaux et d'équipements nécessaires pour le chantier","1"
"489358","Découper et ajuster les matériaux selon des dimensions de la surface à couvrir","1"
"489359","Nettoyer et préparer les surfaces à recouvrir","1"
"489360","Réparer les surfaces endommagées (rebouchage des trous)","1"
"489362","Réparer des revêtements de sols endommagés et reprendre des joints","1"
"489369","Surveiller les évolutions technologiques des systèmes d'information et de télécommunications et proposer des solutions techniques","1"
"489370","Identifier les besoins en logiciel de sécurité","1"
"489371","Déployer des modes de fonctionnement dégradés (solution d'attente) d'un équipement informatique ou bureautique","1"
"489372","Savoir reconnaître les données sensibles pour la cybersécurité","1"
"489373","Assister la mise en place d'actions de prévention des risques","1"
"489374","Préparer les commandes et les expéditions de matériaux de construction","1"
"489375","Identifier les indisponibilités de produits ou les risques de rupture de stock et les signaler","1"
"489376","Assister les chauffeurs livreurs ou les clients lors du chargement / déchargement des véhicules","1"
"489377","Garder son sang-froid dans une gestion de crise","1"
"489382","Animer les équipes de collaborateurs internes et externes d'un projet (management BIM)","1"
"489383","Respecter les normes de sécurité des données","1"
"489384","Analyser la mise en oeuvre opérationnelle du chantier et proposer des pistes d'amélioration en exploitant les données issues de la maquette numérique (BIM)","1"
"489389","Réaliser une étude de faisabilité technique","1"
"489390","Appliquer et lisser du mastic pour corriger des imperfections","1"
"489391","Dégraisser des surfaces à peindre","1"
"489392","Appliquer des apprêts","1"
"489397","Gérer plusieurs tâches simultanément et respecter les délais de production","1"
"489398","Participer à la préparation des plantes en serre (semis, bouturage)","1"
"489399","Protéger les parties du véhicule qui ne doivent pas être peintes","1"
"489401","Respecter des normes de sécurité en atelier","1"
"489402","Prioriser des tâches en fonction des urgences et des besoins","1"
"489403","Collaborer avec les peintres, carrossiers et autres membres de l'équipe","1"
"489404","Evaluer la santé des arbres et déterminer les branches à couper","1"
"489406","Préparer le poste de travail avec les outils, fournitures, matériels adaptés selon l'activité à réaliser","1"
"489415","Préparer et planifier les vols en fonction des objectifs de la mission et des conditions météorologiques","1"
"489416","Respecter les réglementations locales et internationales concernant l'utilisation des drones","1"
"489419","Poser des équipements de communication","1"
"489420","Assurer une veille sur les nouveautés et les innovations, y compris celles de la concurrence","1"
"489423","Prendre rendez-vous pour intervenir chez un client","1"
"489424","Établir et tenir à jour un guide de procédures d'intervention sur les équipements du Datacenter","1"
"489425","Maîtriser la réglementation en vigueur en lien avec son secteur d’activité","1"
"489426","Planifier la production à court terme et estimer les besoins en matériel, en matériaux et en main-d’œuvre","1"
"489427","Respecter les contraintes de coûts et de délais de réalisation","1"
"489428","Analyser les besoins des clients par la définition des projets et la proposition de choix techniques","1"
"489429","Élaborer des plans détaillés pour la disposition des équipements et des infrastructures","1"
"489430","Concevoir des solutions d'optimisation de l'espace et de l'efficacité énergétique","1"
"489431","Intégrer des technologies innovantes pour améliorer les performances des datacenters","1"
"489432","Superviser l'alimentation électrique, le refroidissement, et la connectivité réseau","1"
"489433","Gérer efficacement des ressources pour minimiser les coûts et maximiser l'efficacité","1"
"489434","Gérer les projets de construction et de rénovation des datacenters","1"
"489439","Organiser le personnel de chantier en assurant l'accueil, la relation avec les représentants du personnel, les interventions en cas d’incidents ou d’accidents","1"
"489440","Animer des réunions de suivi de travaux","1"
"489441","Rédiger des comptes rendus de réunions","1"
"489442","Rédiger des rapports d'activité","1"
"489443","Rédiger des rapports d'évaluation","1"
"489444","Analyser les dysfonctionnements des installations, déterminer les causes de panne et établir les demandes d'intervention de maintenance","1"
"489445","Collecter les informations nécessaires à l'établissement des paies (heures travaillées, absences, congés, primes, etc.)","1"
"489446","Calculer les salaires en tenant compte des éléments variables et des différentes cotisations sociales","1"
"489447","Gérer les déclarations sociales et fiscales (DSN, URSSAF, caisses de retraite, etc)","1"
"489448","Assurer le suivi des dossiers de maladie, maternité, accidents du travail, etc","1"
"489449","Mettre à jour les dossiers individuels des salariés (changement de situation, évolution de carrière, etc.)","1"
"489450","Contrôler une opération de maintenance","1"
"489451","Valider et clôturer une opération de maintenance","1"
"489452","Collaborer avec les services RH et comptabilité pour garantir la cohérence des données","1"
"489453","Participer à l'élaboration des rapports et des bilans sociaux","1"
"489455","Evaluer les risques liés aux projets de fibre","1"
"489457","Réaliser des travaux d'entretien ou de nettoyage de bâtiments, d'infrastructures ou d'équipements","1"
"489465","Effectue les formalités d'embauche","1"
"489466","Installer des équipements de chauffage, de production d'eau chaude ou d'électricité thermiques, solaires ou photovoltaïques","1"
"489467","Déposer et reposer des éléments de toiture","1"
"489468","Respecter les horaires de travail selon les programmes des spectacles","1"
"489470","Contrôler les calendriers d’avancement des travaux et effectuer les ajustements nécessaires au respect des délais et du budget engagé","1"
"489471","Coordonner la sécurité d'un chantier","1"
"489472","Recueillir et définir les besoins de l'entreprise, des clients, des utilisateurs en matière de smart systems (capacité, fiabilité, sécurité, ..)","1"
"489473","Vérifier la conformité des actions des membres de son équipe par rapport aux objectifs fixés","1"
"489474","Remplacer des éléments de charpente pour réparer ou rénover une structure","1"
"489475","Étudier les plans et les spécifications techniques des navires","1"
"489476","Découper et façonner les pièces de bois selon les dimensions requises","1"
"489477","Rechercher des informations historiques pour assurer une restauration fidèle","1"
"489478","Inspecter les embarcations pour identifier les zones endommagées ou usées et évaluer les besoins de réparation","1"
