"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"J1510","3","definition","2","Assure la liaison entre les personnes accompagnées, leur entourage et les différents professionnels de santé"
"J1510","3","definition","3","Gère les plannings et les ressources matérielles nécessaires aux soins, organise et coordonne les interventions des équipes soignantes"
"J1510","3","definition","4","Participe et met en œuvre les axes du projet d''établissement en collaboration avec la direction"
"J1510","3","definition","5","Joue un rôle clé dans la gestion et la coordination des soins de santé à domicile ou en établissement"
"J1510","3","definition","6","Veille à l''application des protocoles de soins et à la qualité des prestations fournies"
"J1510","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''État d''infirmier, obligatoire pour exercer."
"J1511","3","definition","1","L''Infirmier scolaire joue un rôle crucial dans le maintien de la santé et du bien-être des élèves au sein des établissements scolaires."
"J1511","3","definition","2","Assure les premiers soins et les urgences médicales au sein de l''établissement"
"J1511","3","definition","3","Contribue à des campagnes de prévention et d''éducation à la santé"
"J1511","3","definition","4","Réalise des suivis de santé individuels et des bilans périodiques"
"J1511","3","definition","5","Collabore avec les enseignants et les parents pour le suivi des élèves"
"J1511","3","definition","6","Participe à la mise en place de projets éducatifs liés à la santé"
"J1511","3","definition","7","Gère les dossiers médicaux et assure la confidentialité des informations"
"J1511","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''État d''infirmier, obligatoire pour exercer."
"J1512","3","definition","1","L''Infirmier(ière) de santé au travail joue un rôle important dans la prévention des risques professionnels et la promotion de la santé auprès des actifs."
"J1512","3","definition","2","Assure le suivi médical des salariés en collaboration avec le médecin du travail"
"J1512","3","definition","3","Intervient en prévention des risques professionnels et en éducation à la santé"
"J1512","3","definition","4","Gère les urgences et les soins infirmiers sur le lieu de travail"
"J1512","3","definition","5","Participe à l''analyse des postes de travail pour adapter les conditions de travail"
"J1512","3","definition","6","Contribue à la rédaction et à la mise en œuvre des protocoles de santé au travail"
"J1512","3","definition","7","Organise des campagnes de sensibilisation et de vaccination"
"J1512","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''État d''infirmier, obligatoire pour exercer."
"J1512","4","acces_metier","2","Des vaccinations prévues par le Code de Santé Publique peuvent être exigées."
"K1101","3","definition","1","Guide et accompagne le couple ou la famille lors de situations conflictuelles ou de changement familial (séparation, violence, deuil, ...), afin qu''ils élaborent un projet d''entente ou de reconstruction."
"K1101","3","definition","2","Peut informer le public sur des thèmes spécifiques (sexualité, interruption volontaire de grossesse, ...)."
"K1101","3","definition","3","Peut diriger un cabinet libéral."
"K1101","4","acces_metier","1","Ce métier est accessible avec le Diplôme d''Etat de Médiateur Familial."
"K1101","4","acces_metier","2","Des formations complémentaires dans un secteur particulier (les violences conjugales, la nouvelle parentalité, ...) peuvent être requises."
"K1102","3","definition","1","Effectue la gestion financière des ressources et l''administration des biens de bénéficiaires d''une mesure de protection juridique (tutelle, curatelle, ...)."
"K1102","3","definition","2","Peut effectuer la gestion du patrimoine (mobilier, immobilier, ...) de bénéficiaires."
"K1102","3","definition","3","Peut apporter un appui socioéducatif."
"K1102","4","acces_metier","1","Ce métier est accessible avec un diplôme dans le social (assistant de service social, conseiller en économie sociale et familiale, éducateur spécialisé, ...) ou avec une formation juridique."
"K1102","4","acces_metier","2","Un Certificat National de Compétence -CNC- est requis pour les délégués à la tutelle aux prestations sociales et les mandataires judiciaires à la protection des majeurs."
"K1102","4","acces_metier","3","Un casier judiciaire exempt de toute mention contradictoire est obligatoire."
"K1103","3","definition","1","Met en place des actions de développement personnel, selon la méthode utilisée, afin de favoriser le bien-être de la personne."
"K1103","3","definition","2","Peut mettre en place des actions de conseil, coaching."
"K1103","3","definition","3","Peut diriger une entreprise."
"K1103","4","acces_metier","1","Ce métier est accessible sans diplôme particulier."
"K1103","4","acces_metier","2","Des formations spécifiques peuvent en faciliter l''exercice."
"K1103","4","acces_metier","3","L''enseignement de ces pratiques ne donne pas systématiquement lieu à des diplômes nationaux. Ces diplômes, à eux seuls, ne donnent pas droit à l''exercice d''une profession de santé."
"K1103","4","acces_metier","4","Pour en savoir plus :"
"K1103","4","acces_metier","5","http://social-sante.gouv.fr/soins-et-maladies/qualite-des-soins-et-pratiques/article/pratiques-de-soins-non-conventionnelles"
"K1103","4","acces_metier","6","http://www.derives-sectes.gouv.fr/quest-ce-quune-d%C3%A9rive-sectaire/o%C3%B9-la-d%C3%A9celer/les-d%C3%A9rives-sectaires-dans-le-domaine-de-la-sant%C3%A9/quell"
"K1104","3","definition","1","Réalise des actions d''analyse, d''évaluation psychologique et de conseil, selon les besoins des personnes afin de leur apporter un soutien ou une aide psychologique."
"K1104","3","definition","2","Peut réaliser des bilans psychologiques."
"K1104","3","definition","3","Peut mener des actions selon des médiations thérapeutiques spécifiques (art thérapie, musicothérapie, ...)."
"K1104","3","definition","4","Peut mettre en place un suivi psychothérapeutique selon des orientations particulières (psychanalytiques, comportementalistes, ...)."
"K1104","4","acces_metier","1","Ce métier est accessible avec un Bac + 5 en psychologie (Master en psychologie clinique et pathologique, en neuropsychologie, en psychologie de l''enfant et de l''adolescent, ...) ou avec le Diplôme d''Etat de Psychologue Scolaire - DEPS."
"K1104","4","acces_metier","2","Les psychologues et les psychothérapeutes doivent être inscrits sur un registre national."
"K1104","4","acces_metier","3","Les emplois/métiers d''Art thérapeute, Dansethérapeute, Musicothérapeute, Théâtrothérapeute peuvent être accessibles avec une expérience dans différents domaines (artistique, santé, éducation, social, ...) complétée par un diplôme universitaire ou une formation spécialisée."
"K1105","3","definition","1","L''Art thérapeute utilise la création artistique pour améliorer la santé mentale et le bien-être de ses patients."
"K1105","3","definition","2","Utilise des techniques artistiques pour aider les patients à exprimer leurs émotions et à surmonter des problèmes psychologiques"
"K1105","3","definition","3","Conçoit et anime des ateliers de thérapie par l''art adaptés aux besoins spécifiques des groupes ou des individus"
"K1105","3","definition","4","Collabore avec d''autres professionnels de la santé pour intégrer l''art-thérapie dans un plan de traitement global"
"K1105","3","definition","5","Évalue les progrès des patients et ajuste les interventions artistiques en conséquence"
"K1105","3","definition","6","Maintient la confidentialité et le respect des normes éthiques dans toutes les interactions avec les patients"
"K1105","3","definition","7","Documente les séances et les progrès des patients pour suivre l''évolution et l''efficacité du traitement"
"K1105","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''État d''Art-thérapeute, un Master en Psychologie ou un Master en Art-thérapie. Les niveaux d''études requis sont généralement Bac +5."
"K1201","3","definition","1","Met en oeuvre des dispositifs d''aide sociale afin de favoriser l''insertion sociale ou de prévenir l''exclusion de personnes généralement en difficulté."
"K1201","3","definition","2","Peut proposer un accompagnement éducatif sur la gestion de la vie quotidienne à des familles."
"K1201","4","acces_metier","1","Ce métier est accessible avec le Diplôme d''Etat d''Assistant de Service Social -DEASS- pour les assistants de service social ou le Diplôme d''Etat de Conseiller en Economie Sociale et Familiale -DCESF- pour les conseillers en économie sociale et familiale."
"K1202","3","definition","1","Organise et met en place des activités éducatives afin de favoriser l''éveil et le développement de l''enfant, selon les choix pédagogiques de la structure et les règles d''hygiène et de sécurité."
"K1202","3","definition","2","Peut animer un relais d''assistantes maternelles."
"K1202","3","definition","3","Peut organiser le réseau petite enfance au sein d''une collectivité."
"K1202","3","definition","4","Peut coordonner l''activité d''une équipe."
"K1202","3","definition","5","Peut diriger une structure d''accueil de la petite enfance."
"K1202","4","acces_metier","1","Ce métier est accessible avec le Diplôme d''Etat d''Educateur de Jeunes Enfants."
"K1203","3","definition","1","Organise une activité de production et accompagne dans sa réalisation des personnes handicapées ou en difficultés sociales, afin de favoriser leur adaptation/réadaptation ou insertion professionnelle."
"K1203","3","definition","2","Peut coordonner l''activité d''une équipe."
"K1203","4","acces_metier","1","Ce métier est accessible avec une expérience professionnelle dans un secteur technique (bâtiment, restauration, ...)."
"K1203","4","acces_metier","2","Le métier d''éducateur technique spécialisé est accessible avec le Diplôme d''Etat d''Educateur Technique Spécialisé -DEET- et celui de moniteur d''atelier avec le Certificat de Qualification des Moniteurs d''Atelier -CQMA-."
"K1203","4","acces_metier","3","Des formations complémentaires (encadrement technique de publics en difficulté, ...) peuvent être requises."
"K1204","3","definition","1","Mène des actions de médiation auprès d''un public ou d''institutions afin de contribuer à renforcer la cohésion sociale. Etablit ou rétablit, par une démarche de médiation, la relation entre des personnes ou une personne et une structure. Contribue à la résolution de situations conflictuelles entre deux parties."
"K1204","3","definition","2","Peut coordonner une équipe de médiateurs sociaux."
"K1204","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP à Bac+2 (DEUST - Diplôme d''études universitaires scientifiques et techniques, titre professionnel, ...) dans le secteur de la médiation sociale ou avec une expérience professionnelle ou bénévole dans la vie associative."
"K1204","4","acces_metier","2","La pratique d''une langue étrangère peut être demandée."
"K1205","3","definition","1","Mène des actions d''information, de prévention ou de médiation auprès d''un public généralement en difficulté, selon l''orientation de la structure."
"K1205","3","definition","2","Peut réaliser des permanences en téléphonie sociale."
"K1205","3","definition","3","Peut coordonner l''activité d''une équipe."
"K1205","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac+2 (BTS, L2, ...) dans le secteur social, juridique ou de l''animation socioculturelle."
"K1205","4","acces_metier","2","Il est également accessible avec une expérience professionnelle ou bénévole dans ces secteurs sans diplôme particulier."
"K1205","4","acces_metier","3","Des formations complémentaires (éducation de la santé, santé publique, prévention et médiation, ...) peuvent être requises."
"K1205","4","acces_metier","4","Une formation en Langue des Signes Française (LSF) est nécessaire pour l''Interface de communication."
"K1206","3","definition","1","Conçoit des projets d''animation socioculturelle pour le public, les met en place et les coordonne afin de favoriser la communication et le développement du lien social, au sein d''un territoire ou d''une structure."
"K1206","3","definition","2","Peut coordonner l''activité d''une équipe."
"K1206","3","definition","3","Peut diriger une structure."
"K1206","4","acces_metier","1","Ce métier est accessible avec un Brevet ou un Diplôme d''Etat dans le secteur de l''animation (Brevet Professionnel de la Jeunesse, de l''Education Populaire et du Sport -BPJEPS-, Diplôme d''Etat de la Jeunesse, de l''Education Populaire et du Sport - DEJEPS, Diplôme d''Etat Supérieur de la Jeunesse, de l''Education Populaire et du Sport - DESJEPS,...)."
"K1207","3","definition","1","L''Éducateur spécialisé joue un rôle crucial dans le soutien et l''accompagnement des personnes en difficulté."
"K1207","3","definition","2","Accompagne des personnes en difficulté pour favoriser leur intégration sociale, leur participation et leur autonomie"
"K1207","3","definition","3","Elabore et met en œuvre des projets éducatifs adaptés aux besoins individuels"
"K1207","3","definition","4","Elabore le projet des interventions de prévention et de sensibilisation"
"K1207","3","definition","5","Travaille en coordination avec d''autres professionnels"
"K1207","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''État d''éducateur spécialisé (DEES), obligatoire pour exercer."
"K1208","3","definition","1","Le moniteur éducateur participe à l''action éducative, à l''animation et à l''organisation de la vie quotidienne de personnes en difficulté sociale ou en situation de handicap."
"K1208","3","definition","2","Accompagne des enfants, adolescents ou adultes en difficulté, en situation de handicap ou de dépendance"
"K1208","3","definition","3","Réalise un suivi administratif et rédige des comptes-rendus d''activité pour assurer sa traçabilité et l''évaluation des actions menées"
"K1208","3","definition","4","Collabore avec d''autres professionnels pour participer au suivi e à l''accompagnement des personnes"
"K1208","3","definition","5","Organise et met en place des actions socioéducatives pour un public en difficulté afin de favoriser son insertion ou sa réinsertion sociale"
"K1208","3","definition","6","Contribue au projet du service ou d''établissement"
"K1208","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''Etat de moniteur éducateur (DEME), obligatoire pour exercer."
"K1209","3","definition","1","Le Coordonnateur de projet socioéducatif, un acteur phare dans le développement et l''implémentation de programmes éducatifs."
"K1209","3","definition","2","Conçoit et met en œuvre des projets éducatifs et sociaux adaptés aux besoins des individus et des communautés"
"K1209","3","definition","3","Coordonne les activités entre les différents acteurs et partenaires impliqués"
"K1209","3","definition","4","Évalue l''impact et l''efficacité des programmes mis en place"
"K1209","3","definition","5","Assure la gestion administrative et financière des projets"
"K1209","3","definition","6","Favorise l''intégration sociale et l''éducation continue des publics cibles"
"K1209","3","definition","7","Organise des formations et des ateliers"
"K1209","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''État d''Educateur Spécialisé ou un Diplôme d''État de Directeur de Projet d''Insertion Sociale, généralement de niveau Bac +3 à Bac +5. Des formations en sciences de l''éducation ou en travail social peuvent également être pertinentes."
"K1210","3","definition","1","L''Éducateur de la protection judiciaire de la jeunesse joue un rôle crucial dans la réinsertion sociale des jeunes en difficulté."
"K1210","3","definition","2","Accompagne les jeunes en conflit avec la loi dans leur développement personnel et social"
"K1210","3","definition","3","Élabore et met en œuvre des projets éducatifs adaptés à chaque situation individuelle"
"K1210","3","definition","4","Travaille en collaboration avec les familles, les écoles et les autres institutions pour favoriser l''intégration des jeunes"
"K1210","3","definition","5","Participe à des actions de prévention de la délinquance auprès des jeunes"
"K1210","3","definition","6","Rédige des rapports d''activité et d''évaluation pour suivre les progrès des jeunes"
"K1210","3","definition","7","Intervient dans des situations de crise pour apaiser les conflits et proposer des solutions constructives"
"K1210","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''État d''éducateur spécialisé ou un Diplôme d''État de la jeunesse, de l''éducation populaire et du sport (DEJEPS), accessibles par concours après obtention d''un diplôme de niveau Bac+3, et obligatoires pour exercer cette profession en France."
"K1211","3","definition","1","Le Conseiller d''Insertion et de Probation -CIP- joue un rôle crucial dans la réinsertion sociale et professionnelle des personnes en difficulté."
"K1211","3","definition","2","Évalue la situation sociale et professionnelle des individus"
"K1211","3","definition","3","Propose des plans d''insertion personnalisés"
"K1211","3","definition","4","Assure le suivi des mesures judiciaires"
"K1211","3","definition","5","Oriente vers des structures adaptées"
"K1211","3","definition","6","Travaille en collaboration avec les services sociaux et judiciaires"
"K1211","3","definition","7","Contribue à la prévention de la récidive par un accompagnement socio-éducatif"
"K1211","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''État de Conseiller d''Insertion et de Probation, obligatoire pour exercer ce métier en France. Ce diplôme correspond à un niveau Bac + 3."
"K1212","3","definition","1","Le / La ministre du culte exerce des fonctions religieuses (célébration des rituels religieux, accompagnement, prédication, ...) et apporte un soutien spirituel et moral aux membres de sa communauté religieuse."
"K1212","3","definition","2","Administre et gère les affaires courantes de la communauté"
"K1212","3","definition","3","Mène des activités caritatives ou de bienfaisance, de soutien aux plus démunis et participe à la vie communautaire"
"K1212","3","definition","4","Peut enseigner la doctrine religieuse"
"K1212","3","definition","5","Peut collaborer avec d''autres organisations pour mener des projets sociaux, humanitaires et religieux"
"K1212","4","acces_metier","1","De nombreuses religions et institutions religieuses proposent des programmes de formation théologique, spirituelle et pastorale pour préparer les individus à exercer en tant que ministre du culte. Ces formations ne sont pas obligatoires sur le plan légal, mais elles sont souvent requises par les institutions religieuses pour l''ordination ou la reconnaissance en tant que ministre du culte"
"K1301","3","definition","1","Aide et accompagne les personnes handicapées ou dépendantes dans la réalisation des actes de la vie quotidienne, afin de favoriser le maintien ou le développement de leur autonomie."
"K1301","3","definition","2","Peut enseigner les techniques de locomotion aux personnes malvoyantes ou non-voyantes."
"K1301","4","acces_metier","1","Le métier d''Aide Médico-Psychologique est accessible avec le Diplôme d''Etat d''Accompagnant Educatif et Social - DEAES (précédemment Diplôme d''Etat d''Aide Médico Psychologique -DEAMP)."
"K1301","4","acces_metier","2","Une formation complémentaire peut être requise pour l''accompagnateur d''activités de la vie journalière."
"K1301","4","acces_metier","3","Le métier d''instructeur en locomotion est accessible avec un diplôme et une expérience professionnelle dans le secteur médicosocial ou de l''enseignement (psychomotricien, ergothérapeute, éducateur spécialisé, enseignant d''éducation physique et sportive, ...) complétés par le Certificat d''Aptitude à l''Education et à la Rééducation de la Locomotion -CAERL-."
"K1302","3","definition","1","L''Assistant de vie dépendance facilite la vie quotidienne de personnes fragiles en leur apportant une aide dans les actes essentiels de la vie courante."
"K1302","3","definition","2","Favorise l''autonomie des personnes accompagnées dans le respect de leurs habitudes de vie"
"K1302","3","definition","3","Accompagne les personnes dans les actes de la vie quotidienne et la réalisation des travaux ménagers afin de maintenir leur autonomie"
"K1302","3","definition","4","Assure un rôle d''écoute active ainsi qu''une présence rassurante et contribue ainsi à l''amélioration de la qualité de vie"
"K1302","3","definition","5","Peut participer à des activités de coordination et de liaison avec d''autres services de soins ou d''aide"
"K1302","3","definition","6","Maintient un environnement sécurisé et confortable"
"K1302","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''Etat d''Accompagnant Educatif et Social (DEAES)."
"K1302","4","acces_metier","2","D''autres diplômes peuvent également être requis comme un BEP ou CAP (au minimum) dans le domaine du service à la personne."
"K1303","3","definition","1","Aide les enfants dans la réalisation des actes de la vie quotidienne (habillage, prise de repas...)."
"K1303","3","definition","2","Mène avec eux des activités d''éveil (jeux, apprentissage de la vie collective...)."
"K1303","3","definition","3","Peut effectuer l''entretien du cadre de vie des enfants."
"K1303","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP dans le secteur de l''aide sociale et familiale (petite enfance, carrières sanitaires et sociales, ...)."
"K1303","4","acces_metier","2","Il l''est également avec une expérience professionnelle auprès des enfants."
"K1303","4","acces_metier","3","Un agrément renouvelable délivré par le Conseil Général du département de résidence est requis pour le poste d''assistant(e) maternel(le) agréé(e) ou PMI ainsi que pour celui d''assistant(e) familial(e)."
"K1303","4","acces_metier","4","Des vaccinations spécifiques (Hépatite B, DTPolio, ...) peuvent être requises."
"K1303","4","acces_metier","5","Pour l''Assistant(e) familial(e), un stage et une formation préparant au Diplôme d''Etat d’Assistant Familial – DEAF – sont obligatoires."
"K1304","3","definition","1","L''Employé familial de maison, un pilier essentiel au bien-être quotidien des familles."
"K1304","3","definition","2","Accompagne les enfants dans leurs activités quotidiennes et leurs loisirs"
"K1304","3","definition","3","Assiste les personnes en situation de perte d''autonomie dans les gestes de la vie quotidienne"
"K1304","3","definition","4","Entretient le cadre de vie de la personne"
"K1304","3","definition","5","Peut accompagner les personnes dans leurs démarches administratives courantes"
"K1304","3","definition","6","Assure la gestion des courses, prépare les repas quotidiens"
"K1304","4","acces_metier","1","Cet emploi est accessible avec ou sans qualification préalable, mais des formations telles que CAP ou BEP dans le domaine du social ou de la petite enfance sont appréciées."
"K1305","3","definition","1","Le Technicien Intervention Sociale et Familiale (TISF) intervient dans le quotidien auprès de publics en situation de vulnérabilité et touchées par un manque d''autonomie."
"K1305","3","definition","2","Evalue les besoins des personnes accompagnées et des familles pour proposer un projet personnalisé"
"K1305","3","definition","3","Accompagne les personnes dans les actes de la vie quotidienne et contribue à leur autonomie"
"K1305","3","definition","4","Collabore avec les partenaires pour coordonner les interventions"
"K1305","3","definition","5","Contribue à l''élaboration et à la réalisation du projet de vie personnalisé des personnes accompagnées"
"K1305","3","definition","6","Informe et oriente les familles dans leurs démarches administratives et sociales"
"K1305","3","definition","7","Rédige les rapports d''intervention pour suivre l''évolution des situations"
"K1305","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''État de Technicien de l''Intervention Sociale et Familiale (DE TISF), obligatoire pour exercer."
"K1306","3","definition","1","L''Auxiliaire de Vie Sociale accompagne les personnes en perte d''autonomie dans l''accomplissement des actes de la vie quotidienne."
"K1306","3","definition","2","Assiste et accompagne les personnes dépendantes dans les activités de la vie quotidienne"
"K1306","3","definition","3","Assure la liaison et collabore avec les personnes accompagnées, leur entourage et l''ensemble des professionnels sociaux et médicaux"
"K1306","3","definition","4","Peut aider dans les démarches administratives simples ou pour les courses"
"K1306","3","definition","5","Contribue à l''épanouissement personnel et social des personnes accompagnées"
"K1306","3","definition","6","Surveille l''état de santé des personnes accompagnées"
"K1306","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''Etat d''Auxiliaire de Vie Sociale (DEAVS), un Diplôme d''Etat d''Accompagnant Educatif et Social (DEAES) ou un Diplôme d''Etat d''Assistant de Service Social (DEASS)."
"K1307","3","definition","1","Travaille au sein d''une structure collective de jeunes enfants"
"K1307","3","definition","2","Accompagne l''enfant de 0 à 3 ans dans son développement, ses apprentissages, l''acquisition de l''autonomie et la socialisation, en garantissant son bien-être et sa sécurité physique et affective."
"K1307","3","definition","3","Participe aux tâches courantes de la structure (préparation des repas, entretien des locaux, du linge et des équipements dont jeux et jouets, gestion des stocks)."
"K1307","3","definition","4","Etablit une relation quotidienne de qualité et de confiance avec les familles, dans une dynamique éducative et participative."
"K1307","4","acces_metier","1","Cet emploi est accessible avec un CAP Accompagnant Educatif Petite Enfance, au minimum. Celui-ci peut-être complété par d''autres diplômes, essentiellement dans le domaine du social."
"K1308","3","definition","1","Assiste le personnel enseignant pour l''accueil des enfants et l''animation des activités éducatives."
"K1308","3","definition","2","Aide les enfants dans la réalisation des actes de la vie quotidienne sur le temps scolaire ou périscolaire."
"K1308","3","definition","3","Effectue la préparation du matériel, le rangement et l''entretien du cadre de vie des enfants."
"K1308","4","acces_metier","1","Cet emploi est accessible avec un CAP Accompagnant Educatif Petite Enfance et sur concours de la fonction publique territoriale pour travailler au sein des écoles publiques. Recrutement uniquement sur condition de diplôme pour les écoles privées."
"K1309","3","definition","1","Accueille temporairement des enfants ou des adolescents qui ne peuvent pas vivre dans leur famille d''origine pour diverses raisons."
"K1309","3","definition","2","Offre un environnement familial sécurisé, stable et aimant, en veillant au bien-être, à l''éducation et au développement des personnes accueillies."
"K1309","3","definition","3","Travaille en étroite collaboration avec les services sociaux, les professionnels de santé et les familles d''origine pour assurer le suivi et le soutien appropriés aux personnes placées sous sa garde."
"K1309","3","definition","4","Joue un rôle essentiel dans la vie des personnes accueillies en leur offrant un cadre chaleureux et en les aidant à surmonter les difficultés auxquelles elles sont confrontées."
"K1309","4","acces_metier","1","Cet emploi est accessible avec un agrément obligatoire délivré par les autorités compétentes, telles que les services sociaux ou les organismes de protection de l''enfance."
"K1309","4","acces_metier","2","Il est accessible aussi avec un diplôme dans le secteur de l''aide sociale et familiale (petite enfance, carrières sanitaires et sociales), ainsi qu''avec une expérience professionnelle auprès des enfants."
"K1310","3","definition","1","Organise des activités ludiques et éducatives afin de stimuler l''éveil et la socialisation des enfants."
"K1310","3","definition","2","Offre un environnement sécurisé et chaleureux pour le développement des enfants gardés."
"K1310","3","definition","3","Répond à leurs besoins fondamentaux tels que l''alimentation, le sommeil et l''hygiène."
"K1310","3","definition","4","Collabore étroitement avec les parents, assure une continuité entre le domicile et l''accueil en favorisant une communication transparente."
"K1310","3","definition","5","Garantit le bien-être et la sécurité des enfants tout en respectant la réglementation en vigueur."
"K1310","4","acces_metier","1","Cet emploi est accessible avec un diplôme dans le domaine de la petite enfance."
"K1310","4","acces_metier","2","L''assistante maternelle doit obtenir un agrément délivré par le Conseil départemental. Celui-ci atteste de sa capacité à accueillir des enfants à son domicile dans des conditions conformes à la règlementation en vigueur."
"K1310","4","acces_metier","3","Une formation aux premiers secours, telle que le PSC1 est souvent exigée."
"K1311","3","definition","1","L''Assistant de vie aux familles joue un rôle crucial dans l''accompagnement quotidien des personnes ayant besoin d''aide à domicile, offrant soutien et compagnie."
"K1311","3","definition","2","Accompagne les personnes en perte d''autonomie dans l''accomplissement des actes de la vie quotidienne"
"K1311","3","definition","3","Met tout en œuvre pour permettre l''indépendance à domicile"
"K1311","3","definition","4","Favorise l''autonomie des personnes accompagnées dans le respect de leurs habitudes de vie"
"K1311","3","definition","5","Maintient un environnement sécurisé et confortable pour les personnes accompagnées et leurs familles"
"K1311","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac dans le domaine du service à la personne ou un Titre Professionnel Assistant de vie aux familles."
"K1312","3","definition","1","L''Accueillant familial thérapeutique auprès d''adultes est un professionnel qui accueille à son domicile des adultes en situation de fragilité ou de handicap, souvent à la suite de troubles psychiques, leur offrant ainsi un cadre stable et sécurisant."
"K1312","3","definition","2","Accueille des adultes nécessitant un soutien psychologique ou physique dans un environnement familial"
"K1312","3","definition","3","Assure le bien-être quotidien des adultes accueillis en veillant à leur confort et à leur sécurité"
"K1312","3","definition","4","Organise des activités thérapeutiques adaptées pour favoriser le développement personnel et social"
"K1312","3","definition","5","Collabore avec des professionnels de santé pour élaborer et suivre les plans de soins personnalisés"
"K1312","3","definition","6","Maintient une communication régulière avec les familles des accueillis pour les tenir informés de l''évolution"
"K1312","3","definition","7","Gère les aspects administratifs liés à l''accueil familial thérapeutique"
"K1312","4","acces_metier","1","Cet emploi est accessible avec un agrément délivré par le Conseil Départemental, obligatoire pour exercer. Celui-ci peut être complété, par exemple, par le Diplôme d''Etat d''Accompagnant Educatif et Social (DEAES)."
"K1312","4","acces_metier","2","La formation Prévention et Secours Civiques de niveau 1 (PSC1) peut également être requise."
"K1313","3","definition","1","L''Employé au pair, un rôle essentiel pour soutenir les familles dans la gestion quotidienne de leur foyer."
"K1313","3","definition","2","Assiste les parents dans la garde des enfants et les activités éducatives"
"K1313","3","definition","3","Participe aux tâches ménagères légères et à la préparation des repas"
"K1313","3","definition","4","Accompagne les enfants dans leurs déplacements scolaires et extra-scolaires"
"K1313","3","definition","5","Soutient l''apprentissage de nouvelles langues ou compétences selon les besoins de la famille"
"K1313","3","definition","6","Veille au bien-être et à la sécurité des enfants en l''absence des parents"
"K1313","3","definition","7","Favorise l''intégration culturelle et sociale en fonction du contexte familial"
"K1313","4","acces_metier","1","Cet emploi est accessible avec un CAP Petite Enfance ou un BEP Carrières Sanitaires et Sociales."
"K1401","3","definition","1","Participe à la définition et à la conception des politiques des pouvoirs publics et coordonne les actions de l''Etat dans les services déconcentrés (en région, dans les départements)."
"K1401","3","definition","2","Peut contrôler et évaluer la mise en oeuvre des politiques des pouvoirs publics."
"K1401","4","acces_metier","1","Ce métier est accessible sur concours de la fonction publique d''Etat (Catégorie A) avec un Master (Master professionnel, diplôme de grandes écoles, ...) dans les secteurs du droit public, des sciences économiques, des sciences politiques, complété par une expérience professionnelle auprès de l''Administration de tutelle."
"K1401","4","acces_metier","2","Un casier judiciaire exempt de toute mention contradictoire est obligatoire."
"K1402","3","definition","1","Conçoit des programmes de prévention, d''éducation de santé publique et met en place des actions de contrôle et d''évaluation du système de santé, selon les impératifs de sécurité sanitaire et la réglementation médicosociale (code de Santé Publique, Code de Sécurité Sociale, ...)."
"K1402","3","definition","2","Peut coordonner une équipe, coordonner un réseau d''intervenants."
"K1402","4","acces_metier","1","Ce métier est accessible avec le Diplôme d''Etat de Docteur en médecine, pharmacie, chirurgie dentaire ou médecine vétérinaire."
"K1402","4","acces_metier","2","Un niveau Bac + 2 est requis pour les délégués de l''Assurance Maladie."
"K1402","4","acces_metier","3","Des formations complémentaires (santé communautaire et médecine sociale, santé publique et médecine sociale, santé publique, ...) peuvent être requises."
"K1402","4","acces_metier","4","L''accès à Le métier s''effectue sur concours sur titre (services déconcentrés de l''Etat, organismes de sécurité sociale, ...)."
"K1402","4","acces_metier","5","L''inscription au tableau de l''Ordre professionnel de la spécialité est obligatoire."
"K1403","3","definition","1","Gère une structure ou un service social, médicosocial, de santé, ou pénitentiaire dans ses dimensions humaines, financières, administratives, ..."
"K1403","3","definition","2","Coordonne les activités afin d''assurer la prise en charge des publics (patients, personnes en difficultés sociales, personnes placées sous main de justice, ...)."
"K1403","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (Diplôme d''Etat, DUT, ...) à Master (Master professionnel, ...) dans le secteur social. Le CAFERUIS - Certificat d''Aptitude aux Fonctions d''Encadrement et de Responsable d''Unité d''Intervention Sociale - est nécessaire pour les postes d''encadrants et de responsables."
"K1403","4","acces_metier","2","L''accès à Le métier de directeur de structure publique de soins (centre hospitaliers, ...) s''effectue sur concours. Une formation complémentaire est dispensée par l''Ecole Nationale de Santé Publique."
